"","RESPNO","URBRUR","REGION","EA_SVC_A","EA_SVC_B","EA_SVC_C","EA_SVC_D","EA_FAC_A","EA_FAC_B","EA_FAC_C","EA_FAC_D","EA_FAC_E","EA_SEC_A","EA_SEC_B","EA_SEC_C","EA_SEC_D","EA_SEC_E","EA_ROAD","NOCALL_1","NOCALL_2","NOCALL_3","NOCALL_4","NOCALL_5","NOCALL_6","NOCALL_7","PREVINT","THISINT","ADULT_CT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q2OTHER","Q3A","Q3B","Q4","Q5A","Q5B","Q6A","Q6B","Q7","Q8A","Q8B","Q8C","Q8D","Q8E","Q9A","Q9B","Q10A","Q10B","Q10C","Q11","Q11OTHER","Q12","Q12OTHER","Q13A","Q13B","Q13C","Q13D","Q14","Q15","Q16","Q17A","Q17B","Q17C","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25A","Q25B","Q26A","Q26B","Q26C","Q26D","Q26E","Q27","Q28","Q29A","Q29B","Q29C","Q30A","Q30B","Q30C","Q30D","Q31A","Q31B","Q31C","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q44","Q45","Q46A","Q46B","Q46C","Q46D","Q47A","Q47B","Q47C","Q47D","Q47E","Q48A","Q48B","Q48C","Q49","Q50","Q51","Q52A","Q52B","Q52C","Q52D","Q52E","Q53","Q54","Q55","Q56A","Q56B","Q56C","Q56D","Q56E","Q56F","Q56G","Q56H","Q56I","Q57","Q58","Q59A","Q59A1_KEN","Q59A2_KEN","Q59B","Q59C","Q59D","Q59E","Q59F","Q59F1_KEN","Q59F2_KEN","Q59G","Q59H","Q59I","Q59J","Q59K_KEN","Q59L_KEN","Q60A","Q60A1_KEN","Q60B","Q60C","Q60D","Q60E","Q60F","Q60G","Q61A","Q61B","Q61C","Q61D","Q61E","Q61F","Q62A","Q62B","Q63PT1","Q63PT1OTHER","Q63PT2","Q63PT2OTHER","Q63PT3","Q63PT3OTHER","Q64","Q65A","Q65B","Q65C","Q65D","Q65E","Q65F","Q65G","Q65H","Q65I","Q65J","Q65K","Q65L","Q65M","Q65N","Q65O","Q65P","Q65Q_KEN","Q65R_KEN","Q66A","Q66B","Q66C","Q66D","Q66E","Q67A","Q67B","Q67C","Q67D","Q67E","Q68A","Q68B","Q68C","Q68D","Q68E","Q68F","Q69A","Q69B","Q69C","Q69D","Q69E","Q69F","Q70A","Q70B","Q70C","Q71A","Q71A1_KEN","Q71B","Q71C","Q72A","Q72B","Q72C","Q72C1_KEN","Q73A","Q73B","Q73C","Q73D","Q73E","Q74","Q75A","Q75B","Q75C","Q76A","Q76B","Q77","Q77OTHER","Q78","Q79A_KEN","Q79A_KEN_OTHER","Q79B_KEN","Q79B_KEN_OTHER","Q80A_KEN","Q80B_KEN","Q80C_KEN","Q81AA_KEN","Q81AB_KEN","Q81AC_KEN","Q81AD_KEN","Q81AE_KEN","Q81B_KEN","Q81C_KEN","Q82A_KEN","Q82B_KEN","Q82C_KEN","Q82D_KEN","Q82E_KEN","Q82F_KEN","Q82G_KEN","Q82H_KEN","Q82I_KEN","Q82J_KEN","Q82K_KEN","Q82L_KEN","Q82M_KEN","Q82N_KEN","Q82O_KEN","Q83AA_KEN","Q83AB_KEN","Q83AC_KEN","Q83AD_KEN","Q83AE_KEN","Q83AF_KEN","Q83B_KEN","Q84","Q84OTHER","Q85A","Q85B","Q85C","Q86A","Q86B","Q86C","Q86D","Q86E","Q86F","Q87","Q88A","Q88B","Q88C","Q88D_KEN","Q88E_KEN","Q89A","Q89B","Q89BOTHER","Q90A","Q90B","Q90C","Q91A","Q91B","Q92","Q93A","Q93B","Q93C","Q94","Q95A","Q95B","Q96","Q97","Q98A","Q98AOTHER","Q98B","Q99","Q99OTHER","Q100","ENDTIME","LENGTH","Q101","Q102","Q102OTHER","Q103","Q103OTHER","Q104","Q105","Q106","Q107A","Q107B","Q107C","Q107D","Q107E","Q108","Q110A","Q110B","Q110C","Q110D","Q110E","Q110F","Q112","Q113","Q114","Q115","Q116","Q116OTHER","Q117","withinwt"
"1034","KEN1034",2,302,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,7,997,997,997,997,997,997,2,1,2,1,2011-11-28,57780,26,303,"",2,2,3,4,4,2,2,1,3,3,1,3,3,1,0,0,0,7,5,"",8,"",1,0,0,0,0,1,1,3,2,4,4,9,1,4,9,1,4,0,2,3,2,0,0,0,2,1,0,0,0,0,0,0,0,1,2,2,1,4,9,4,1,4,4,1,4,2,1,1,1,3,1,0,0,10,99,99,99,0,5,1,1,5,1,1,4,2,3,3,-1,3,3,0,3,2,3,3,3,3,3,1,2,3,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,3,3,3,3,3,3,3,7,7,0,7,7,0,0,0,24,"",13,"",20,"",0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,7,7,7,7,7,7,3,3,3,3,3,3,0,0,0,1,1,1,1,3,3,3,3,0,0,1,7,7,3,4,4,4,2,3,4,"",1,5,"",12,"",0,7,1,4,9,3,4,2,1,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,9,3,4,4,2,1,303,"",-1,5,4,1,1,1,0,1,1,0,2,0,0,0,0,0,9997,"",0,0,0,0,0,-1,4,2,1,1,3,2,1,4,2,"",4,9998,"",17,60540,46,1,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN17",35,2,1,301,"",6,0.86694056
"1035","KEN1035",2,302,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,5,1,2011-11-28,54480,27,303,"",3,2,3,4,4,4,4,1,1,1,0,2,2,0,0,0,0,7,8,"",1,"",4,3,3,4,1,1,2,9,3,4,2,4,2,4,3,2,3,2,2,1,3,0,0,0,7,1,0,0,0,0,0,0,0,2,1,1,3,2,3,4,4,3,3,2,2,2,3,3,2,3,0,99,0,10,99,99,99,99,99,2,4,4,1,2,2,2,2,0,3,0,3,2,0,3,2,9,1,1,3,0,0,0,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,7,0,1,1,1,"",3,"",20,"",2,3,1,1,1,3,3,3,3,2,2,2,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,5,3,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,2,2,2,2,2,1,0,0,1,1,1,0,7,0,3,3,3,3,3,2,"",3,7,"",15,"",3,0,2,3,4,2,4,9,1,3,4,2,4,4,3,3,3,3,3,3,3,3,3,3,3,2,4,3,4,4,4,1,303,"",3,3,4,1,1,1,1,1,0,0,1,1,1,1,1,0,9997,"",1,0,0,0,4,1,3,3,1,5,3,2,3,5,9,"",4,304,"",19,57780,55,2,1,"",1,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN18",34,2,2,301,"",6,0.86694056
"1036","KEN1036",2,302,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,1,997,997,997,997,997,2,1,3,1,2011-11-28,58260,41,303,"",2,2,2,4,4,2,2,1,3,4,0,2,1,0,0,0,0,7,3,"",1,"",4,4,3,0,0,0,4,4,4,4,3,3,4,3,3,3,3,1,1,3,3,0,0,0,1,2,1,0,1,0,0,0,0,1,1,1,3,4,3,4,3,2,2,1,1,1,3,3,2,3,7,5,5,9,99,99,99,99,99,2,4,4,1,2,4,2,2,1,1,0,2,2,0,2,2,1,1,1,1,0,0,0,4,4,3,3,3,0,3,3,1,3,3,3,1,3,3,3,2,2,1,1,1,1,1,1,1,1,0,0,0,2,0,0,0,0,7,"",17,"",1,"",9,1,1,1,1,1,2,3,3,2,2,3,3,3,2,3,3,3,4,1,1,3,2,2,1,1,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,2,2,9,9,1,1,1,1,1,7,0,0,4,3,3,2,2,3,"",2,7,"",7,"",3,0,3,3,4,4,4,4,2,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,4,1,303,"",0,5,4,1,1,1,0,0,1,0,3,3,3,3,3,1,9998,"",1,0,0,0,0,1,3,0,1,3,3,2,2,6,9,"",4,9999,"",-1,62400,69,1,1,"",4,"",1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,"KEN18",34,2,2,301,"",6,0.86694056
"1037","KEN1037",2,302,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,1,997,997,997,997,997,997,2,1,4,1,2011-11-28,54300,22,303,"",1,1,1,4,4,1,1,1,1,0,0,0,1,0,0,0,0,7,1,"",1,"",4,0,0,0,2,0,4,4,4,4,4,4,1,1,1,1,4,0,0,1,1,4,1,0,8,3,0,0,0,0,0,0,0,1,1,1,3,1,1,4,1,4,1,1,4,1,4,3,2,1,10,9,0,8,3,4,6,5,9,5,5,5,1,1,4,0,0,0,3,0,3,3,0,0,0,0,0,0,0,0,0,0,3,4,3,2,2,3,3,3,1,3,1,3,1,3,3,3,1,1,1,1,1,1,3,1,1,3,0,0,0,0,0,0,2,3,1,"",9996,"",9996,"",2,3,4,4,4,3,4,3,4,3,3,3,3,3,4,3,3,4,4,4,4,4,4,4,3,3,3,5,5,7,7,7,7,7,7,7,7,7,7,7,7,0,0,0,4,2,4,4,1,2,2,2,1,1,1,7,1,0,3,3,3,3,3,3,"",1,9999,"",9999,"",3,1,1,4,4,4,4,4,1,4,3,2,2,2,2,2,2,2,2,2,2,2,4,4,4,9,9,9,9,9,9,2,303,"",0,3,5,1,0,0,0,0,0,0,1,2,2,1,1,1,302,"",1,0,0,0,0,3,1,0,0,3,3,2,2,3,1,"",4,302,"",21,57420,52,1,1,"",4,"",1,1,1,0,0,0,0,0,0,1,2,2,2,2,3,"KEN19",28,1,2,300,"",9,0.86694056
"1038","KEN1038",2,302,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,5,1,997,997,997,997,997,1,2,4,1,2011-11-28,58800,46,303,"",1,1,1,1,1,3,3,2,2,0,0,1,2,0,0,0,0,7,5,"",1,"",4,1,0,0,3,2,5,4,4,4,4,1,1,4,1,1,4,0,0,4,4,0,0,0,1,3,1,1,0,3,3,3,0,1,1,1,3,1,1,4,4,4,1,4,4,1,4,4,4,4,99,99,99,99,99,99,99,99,99,1,1,5,1,1,4,1,2,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,3,2,2,2,2,2,0,0,0,2,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,1,"",8,"",16,"",2,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,1,2,2,1,3,2,3,2,2,2,2,2,1,1,1,4,1,4,4,3,3,3,3,1,1,0,7,7,0,3,3,3,3,3,3,"",1,1,"",2,"",0,7,1,5,5,5,5,5,1,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,5,5,5,5,5,5,1,303,"",0,3,5,1,1,1,1,0,0,-1,1,1,1,1,1,1,301,"",0,0,0,0,0,1,4,4,2,1,3,2,0,2,2,"",4,301,"",1,62400,60,2,1,"",4,"",1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,"KEN19",28,1,2,300,"",9,0.86694056
"1039","KEN1039",2,302,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,6,997,997,997,997,997,997,2,1,1,1,2011-11-28,54480,28,303,"",1,1,3,3,3,9,9,1,0,0,0,0,0,1,1,0,0,7,4,"",8,"",4,4,4,0,0,0,2,4,4,4,4,2,1,4,3,2,5,2,0,3,3,0,0,0,1,2,1,0,0,2,0,0,0,2,2,4,2,4,1,4,1,1,1,2,4,2,3,2,1,2,5,99,99,8,99,99,99,99,99,4,4,4,1,1,4,3,0,0,3,0,3,0,0,3,0,0,2,0,3,3,0,0,2,4,3,1,3,1,2,2,0,2,0,1,2,1,2,0,2,1,2,1,2,3,1,1,2,1,2,0,0,0,3,0,0,0,23,"",1,"",27,"",3,3,3,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,3,2,3,2,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,1,1,1,1,1,1,1,1,1,0,3,3,3,2,3,7,"",1,4,"",2,"",3,0,3,4,4,4,4,4,2,4,4,4,3,4,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,1,303,"",1,5,4,1,1,1,1,1,1,0,3,3,1,1,1,1,302,"",1,1,0,0,0,1,4,4,4,1,3,3,3,5,2,"",4,302,"",2,57600,52,1,1,"",4,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN20",28,1,2,300,"",9,0.86694056
"1040","KEN1040",2,302,1,0,0,1,1,1,1,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,1,1,2011-11-28,58200,23,303,"",1,1,4,2,2,1,1,1,1,3,3,2,4,0,0,0,0,7,7,"",3,"CHIEF",4,3,4,0,2,1,2,3,3,3,2,1,3,4,4,1,4,0,0,2,2,0,3,0,1,3,1,1,1,2,0,0,2,2,2,2,3,3,1,4,1,1,1,1,4,2,2,2,4,2,4,6,7,10,6,7,7,3,6,4,4,4,1,1,1,2,3,0,0,0,2,3,0,2,2,2,2,2,2,0,2,3,2,2,3,2,2,1,3,3,0,2,2,2,1,1,1,3,3,3,0,1,3,3,2,3,1,1,1,0,2,3,9,3,0,0,1,"",24,"",27,"",2,1,1,1,1,1,3,3,2,3,3,1,3,3,4,4,4,4,4,3,3,3,3,2,1,2,2,3,2,9,9,9,9,9,9,1,3,3,3,3,3,0,9,0,3,3,2,2,3,3,1,1,0,1,1,1,0,0,3,3,4,2,2,4,"",3,6,"",2,"",3,0,3,2,2,5,5,4,1,3,3,3,3,3,4,4,4,2,2,3,4,4,2,2,3,5,4,3,4,4,2,1,303,"",1,2,2,1,0,1,0,1,0,0,2,2,1,1,3,1,300,"",1,0,0,0,0,1,4,4,0,1,3,3,2,6,1,"",4,300,"",9,61500,55,2,1,"",1,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN20",28,1,2,300,"",9,0.86694056
"1041","KEN1041",2,302,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,7,997,997,997,997,997,997,2,1,5,1,2011-11-20,38460,43,303,"",1,2,4,4,5,5,4,2,0,2,1,1,1,1,2,2,1,1,4,"",1,"",4,4,3,3,2,2,4,4,4,4,2,2,2,3,1,3,3,0,1,4,4,0,2,0,1,3,1,1,1,3,2,2,2,2,2,1,3,3,1,1,2,1,5,2,4,1,2,2,2,8,6,3,3,8,4,9,7,3,8,5,5,4,1,1,5,1,3,1,2,1,1,2,0,1,2,2,2,1,3,1,1,1,3,2,2,2,3,3,9,2,2,1,1,1,2,0,2,1,1,2,0,1,1,2,2,2,1,1,1,0,2,0,-1,2,1,1,17,"",20,"",24,"",1,3,2,2,1,2,3,4,1,2,2,3,2,4,3,-1,-1,3,4,3,3,3,2,1,2,1,2,4,-1,0,7,7,7,7,7,1,1,0,0,2,0,1,1,0,4,4,2,2,3,3,3,9,1,1,1,1,7,1,3,3,3,1,3,4,"",1,7,"",7,"",2,2,4,4,3,4,5,9,2,2,4,4,4,4,4,5,5,3,3,4,3,4,3,4,4,5,5,2,4,4,4,2,303,"",1,5,5,1,0,1,0,1,1,0,2,2,2,2,2,1,301,"",1,1,1,0,0,1,4,3,2,4,2,1,3,6,1,"",3,301,"",10,41340,48,1,1,"",1,"",1,1,3,0,0,0,0,0,0,1,2,1,2,2,2,"KEN03",29,1,1,306,"",8,0.9603358
"1042","KEN1042",2,302,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,6,997,997,997,997,997,997,1,2,3,1,2011-11-20,42360,61,303,"",1,1,1,2,1,1,9,1,2,2,2,3,3,1,2,1,0,0,3,"",3,"",3,0,0,0,0,0,1,3,4,4,2,2,4,4,1,9,4,0,0,2,2,9,0,0,7,9,1,0,0,0,0,0,0,3,2,2,1,4,4,2,2,5,5,1,4,2,9,9,1,8,2,0,0,6,99,8,7,2,7,5,5,3,5,5,5,0,2,9,9,0,1,3,1,1,1,2,2,2,1,1,9,9,2,4,3,3,2,1,1,1,2,1,1,1,1,1,3,2,9,2,1,2,2,2,2,2,1,1,0,0,0,0,0,2,1,1,9,"",10,"",17,"",0,1,1,3,1,2,2,4,4,2,1,9,3,3,3,2,2,3,3,-1,-1,-1,-1,-1,1,1,1,3,2,1,7,7,7,7,7,2,2,1,1,3,1,1,1,0,3,2,2,1,3,3,3,0,0,-1,-1,7,7,0,3,3,3,1,9,3,"",1,5,"",1,"",0,7,4,4,3,4,5,9,5,2,4,4,4,5,4,5,5,3,3,4,3,5,1,4,3,5,4,2,2,4,5,1,303,"",9,5,5,1,0,9,9,1,9,0,2,2,2,2,2,8,9997,"",1,0,0,0,0,1,3,1,1,2,3,2,0,3,1,"",4,9999,"",1,45480,52,2,1,"",4,"",1,1,3,0,0,0,0,0,0,2,1,2,2,2,2,"KEN03",29,1,1,306,"",8,0.9603358
"1043","KEN1043",2,302,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,5,1,2011-11-20,38220,31,303,"",1,1,2,1,2,1,2,1,2,2,2,1,3,0,0,0,0,7,3,"",3,"",4,3,0,0,1,1,1,3,4,4,4,4,1,4,4,1,4,1,2,2,3,2,0,0,1,3,1,0,0,0,0,0,0,4,5,1,3,1,1,1,4,1,1,1,4,1,2,2,1,3,4,3,3,10,7,7,2,2,8,4,4,2,1,1,4,1,1,2,1,2,2,2,1,3,2,1,2,1,3,0,1,1,2,2,2,2,2,1,1,1,1,2,2,2,2,1,3,1,2,2,1,1,2,2,1,2,1,1,2,2,2,7,1,0,1,1,4,"",3,"",7,"",1,1,1,1,1,1,3,3,3,1,1,1,3,2,1,2,3,3,3,2,1,2,2,2,1,2,1,4,3,2,2,1,1,2,1,0,0,0,3,3,3,0,0,0,3,3,3,3,0,3,3,3,0,0,1,0,1,0,1,4,1,2,2,2,"",1,4,"",9999,"",2,0,1,3,4,3,3,3,1,2,3,3,2,3,3,3,3,3,2,2,2,3,1,4,3,5,4,5,5,4,5,4,303,"",1,2,4,1,0,1,0,0,1,0,2,2,2,1,2,1,301,"",1,0,0,0,0,1,4,2,1,2,3,2,2,5,14,"",4,301,"",1,41880,61,1,1,"",4,"",1,1,2,0,0,0,0,0,0,1,1,2,1,2,1,"KEN02",24,2,2,301,"",6,0.9603358
"1044","KEN1044",2,302,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,7,1,2011-11-20,42900,27,303,"",1,2,2,1,2,1,2,1,3,2,2,1,3,0,0,0,0,7,4,"",3,"",4,3,1,0,1,1,1,3,4,4,4,4,1,1,4,1,4,0,0,1,2,2,0,0,1,2,1,0,0,1,0,0,0,4,1,1,3,1,1,1,1,4,1,1,4,1,2,2,1,3,4,2,1,8,6,7,3,2,7,4,4,4,1,1,4,1,2,1,1,1,2,2,1,2,2,1,1,1,3,0,1,1,2,4,2,2,3,1,1,1,2,2,2,2,3,1,2,2,2,2,1,1,2,2,1,1,1,1,2,1,1,7,0,0,1,1,4,"",3,"",13,"",2,1,1,1,1,1,3,2,3,2,1,1,2,2,1,2,2,2,2,1,2,2,1,2,1,2,1,3,3,2,1,1,2,2,1,2,2,1,2,1,1,0,0,0,3,3,3,3,0,1,0,0,0,0,1,1,0,0,1,4,1,2,2,2,"",1,4,"",9999,"",3,0,1,5,4,4,3,4,1,2,3,3,2,3,3,3,3,3,3,2,2,2,1,4,4,5,3,4,4,5,4,1,303,"",2,3,4,1,0,1,0,0,1,0,2,2,2,1,2,1,301,"",-1,-1,-1,3,3,1,4,3,2,4,3,2,1,6,7,"",4,301,"",7,46020,52,2,1,"",1,"",1,1,4,0,0,0,0,0,0,1,2,1,2,2,1,"KEN02",24,2,2,301,"",6,0.9603358
"1045","KEN1045",2,302,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,5,1,2011-11-20,37800,24,303,"",1,1,2,2,2,1,1,1,9,2,3,3,4,3,3,1,1,0,9999,"",4,"",4,0,0,0,3,1,1,4,2,9,4,1,3,1,4,1,4,2,2,2,2,9,0,0,7,9,0,0,0,0,0,0,0,9,2,2,3,4,1,9,1,1,1,1,4,1,2,2,2,9,5,1,1,10,99,99,99,99,99,2,4,4,1,1,1,9,9,9,9,9,3,3,9,3,2,3,9,9,2,0,0,0,2,2,2,2,2,2,-1,9,1,1,1,2,2,0,0,3,2,3,1,1,1,2,2,2,1,1,1,9,2,9,0,2,1,2,3,"",13,"",17,"",2,1,1,1,1,1,3,3,3,1,1,1,1,2,4,3,2,2,4,1,1,1,2,1,1,1,2,4,2,0,1,1,1,2,1,2,2,1,2,3,2,0,1,0,3,3,2,2,3,3,4,4,1,1,9,7,7,1,4,4,4,3,3,9999,"",5,9999,"",7,"",2,0,1,4,9,9,4,9,1,2,3,3,3,3,3,3,3,3,3,3,4,9,3,4,4,5,9,9,9,3,2,2,303,"",9,5,4,0,0,1,0,1,0,0,2,1,1,1,1,9,9997,"",1,0,0,0,0,1,3,3,3,3,3,2,1,3,2,"",4,300,"",1,41100,55,2,1,"",4,"",1,1,1,0,0,0,0,0,2,1,1,1,1,1,1,"KEN01",30,1,2,303,"",9,0.9603358
"1046","KEN1046",2,302,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,3,1,2011-11-20,42000,23,303,"",1,1,1,1,1,2,2,9,3,3,3,3,4,2,2,2,0,0,4,"",1,"",3,0,0,0,1,0,9,3,9,9,1,5,1,5,1,5,4,1,1,0,0,0,0,0,8,9,0,0,0,0,0,0,0,2,2,2,3,3,1,3,2,1,2,1,4,1,3,3,1,1,6,99,99,10,99,10,8,1,9,2,4,4,1,1,1,1,2,9,9,9,3,9,9,3,1,0,9,9,9,0,0,9,2,2,9,9,9,9,3,3,9,2,3,1,0,0,3,9,3,3,9,9,9,1,1,2,9,9,1,0,1,7,7,9,0,0,3,"",8,"",17,"",2,1,1,1,1,1,2,2,2,1,1,1,1,9,4,3,9,9,9,1,1,1,1,1,1,9,2,9,2,7,7,7,7,7,7,1,1,2,2,3,3,0,1,0,3,3,2,2,9,9,9,9,1,1,9,9,9,1,9,9,9,3,3,9999,"",9,7,"",9999,"",1,1,1,4,9,9,4,9,1,3,3,3,3,3,3,3,3,3,3,3,3,9,3,4,9,9,9,9,9,9,9,9,303,"",9,5,4,9,9,1,9,9,9,0,2,1,1,1,1,0,9997,"",1,0,0,0,0,1,2,2,1,2,3,2,1,-1,2,"",4,9999,"",9999,46020,67,1,1,"",4,"",1,1,1,0,0,0,0,0,2,1,1,1,1,1,2,"KEN01",30,1,2,303,"",9,0.9603358
"1047","KEN1047",2,302,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,2,1,7,1,2011-11-20,38520,43,303,"",1,2,2,2,2,2,1,1,3,2,1,1,1,0,0,0,0,7,3,"",5,"",4,4,2,0,3,1,3,4,4,4,1,3,5,1,1,3,1,2,2,3,3,3,0,0,3,3,0,0,0,0,0,0,0,1,1,1,2,2,1,1,2,1,3,1,3,3,2,2,3,8,5,3,2,10,99,99,5,3,9,4,5,5,1,1,1,1,2,1,2,3,2,1,2,1,1,2,2,2,1,2,1,2,3,3,2,2,2,1,2,2,3,2,1,1,2,2,1,2,2,1,2,2,1,1,2,2,2,2,2,1,1,2,2,1,0,0,11,"",17,"",4,"",1,1,2,2,1,1,4,2,3,3,2,2,3,4,3,3,2,2,3,2,2,2,3,2,2,2,1,2,1,2,1,1,2,1,0,2,2,2,2,3,3,1,1,0,3,4,2,2,2,3,3,1,1,1,0,1,1,0,9,3,3,9,2,5,"",5,3,"",7,"",1,1,1,3,3,3,2,2,1,3,3,3,2,3,4,4,9,3,3,3,3,4,1,5,3,9,9,9,9,9,9,3,303,"",0,5,5,1,1,1,0,0,1,0,9,9,3,2,1,1,301,"",1,0,0,0,0,1,4,4,1,3,3,2,1,4,1,"",4,301,"",1,41820,55,1,1,"",303,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN04",30,2,1,303,"",6,0.9603358
"1048","KEN1048",2,302,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,8,1,2011-11-20,42540,33,303,"",1,2,3,2,2,1,2,1,2,2,3,2,2,2,2,0,0,7,2,"",5,"",4,2,1,1,2,1,2,4,4,4,2,2,5,2,1,2,1,1,1,1,0,1,1,1,1,2,0,0,0,0,0,1,1,3,2,2,2,3,3,1,3,1,2,3,1,2,2,2,3,2,6,4,8,10,8,6,6,1,99,4,4,3,1,2,3,2,1,0,1,2,2,2,2,1,1,2,2,2,1,2,1,2,3,3,2,3,3,9,3,2,1,1,2,3,2,1,3,2,3,2,2,3,3,3,3,3,3,3,2,2,3,2,2,2,2,2,10,"",6,"",17,"",2,2,2,3,2,3,4,4,3,3,2,3,4,3,2,3,3,2,4,3,3,3,9,9,2,1,1,3,3,2,2,2,2,0,1,2,2,2,1,1,1,0,0,0,3,3,2,1,1,1,0,0,1,1,0,1,0,2,3,3,2,2,1,2,"",1,2,"",1,"",1,2,1,2,2,2,2,1,1,3,3,3,4,4,3,3,2,2,3,3,4,3,2,2,3,4,3,3,4,3,3,3,303,"",1,5,2,1,1,1,0,0,1,0,2,2,2,1,1,1,301,"",1,0,1,0,0,1,4,3,1,3,1,2,1,5,1,"",4,301,"",1,45660,52,2,1,"",303,"",2,4,3,0,0,0,0,0,1,1,1,1,1,1,1,"KEN04",30,2,1,303,"",6,0.9603358
"1049","KEN1049",1,302,1,1,0,1,0,1,0,0,1,0,0,0,0,0,0,997,997,997,997,997,997,997,1,2,7,1,2011-11-19,55500,28,303,"",1,2,2,1,2,1,2,1,2,2,2,1,3,0,0,0,0,7,3,"",1,"",3,1,0,1,1,1,1,4,4,4,3,4,1,1,4,1,4,0,0,0,2,2,0,0,2,3,1,0,0,0,0,0,0,5,4,4,3,4,1,1,4,1,1,1,4,1,2,2,1,3,4,3,2,8,99,99,99,99,99,4,4,4,1,1,4,1,2,2,1,2,2,3,1,2,1,1,1,1,3,0,1,1,2,2,2,2,2,2,1,1,2,2,2,2,3,1,2,2,1,3,1,1,2,2,2,2,1,1,2,1,1,7,1,0,1,1,3,"",24,"",17,"",1,1,1,1,1,3,3,3,2,1,1,3,2,1,2,3,2,2,2,1,2,1,2,1,1,2,1,3,3,2,2,1,1,2,1,2,1,1,2,1,2,0,0,0,3,3,2,1,1,0,3,3,0,0,1,1,0,0,1,4,1,2,2,6,"",1,4,"",9999,"",3,0,1,5,4,5,4,4,1,2,4,4,3,4,4,3,4,1,1,3,3,3,1,3,3,5,4,4,5,4,4,1,303,"",1,2,5,1,0,1,0,0,1,0,2,2,2,1,3,1,301,"",1,0,0,0,0,-1,3,1,1,2,3,2,1,5,9,"",4,301,"",7,58620,52,2,1,"",4,"",1,1,3,0,0,0,0,0,0,1,2,1,2,2,1,"KEN02",24,2,2,301,"",6,0.78695021
