"","RESPNO","URBRUR","REGION","EA_SVC_A","EA_SVC_B","EA_SVC_C","EA_SVC_D","EA_FAC_A","EA_FAC_B","EA_FAC_C","EA_FAC_D","EA_FAC_E","EA_SEC_A","EA_SEC_B","EA_SEC_C","EA_SEC_D","EA_SEC_E","EA_ROAD","NOCALL_1","NOCALL_2","NOCALL_3","NOCALL_4","NOCALL_5","NOCALL_6","NOCALL_7","PREVINT","THISINT","ADULT_CT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q2OTHER","Q3A","Q3B","Q4","Q5A","Q5B","Q6A","Q6B","Q7","Q8A","Q8B","Q8C","Q8D","Q8E","Q9A","Q9B","Q10A","Q10B","Q10C","Q11","Q11OTHER","Q12","Q12OTHER","Q13A","Q13B","Q13C","Q13D","Q14","Q15","Q16","Q17A","Q17B","Q17C","Q18","Q19","Q20","Q21","Q22","Q23","Q24","Q25A","Q25B","Q26A","Q26B","Q26C","Q26D","Q26E","Q27","Q28","Q29A","Q29B","Q29C","Q30A","Q30B","Q30C","Q30D","Q31A","Q31B","Q31C","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42","Q43","Q44","Q45","Q46A","Q46B","Q46C","Q46D","Q47A","Q47B","Q47C","Q47D","Q47E","Q48A","Q48B","Q48C","Q49","Q50","Q51","Q52A","Q52B","Q52C","Q52D","Q52E","Q53","Q54","Q55","Q56A","Q56B","Q56C","Q56D","Q56E","Q56F","Q56G","Q56H","Q56I","Q57","Q58","Q59A","Q59A1_KEN","Q59A2_KEN","Q59B","Q59C","Q59D","Q59E","Q59F","Q59F1_KEN","Q59F2_KEN","Q59G","Q59H","Q59I","Q59J","Q59K_KEN","Q59L_KEN","Q60A","Q60A1_KEN","Q60B","Q60C","Q60D","Q60E","Q60F","Q60G","Q61A","Q61B","Q61C","Q61D","Q61E","Q61F","Q62A","Q62B","Q63PT1","Q63PT1OTHER","Q63PT2","Q63PT2OTHER","Q63PT3","Q63PT3OTHER","Q64","Q65A","Q65B","Q65C","Q65D","Q65E","Q65F","Q65G","Q65H","Q65I","Q65J","Q65K","Q65L","Q65M","Q65N","Q65O","Q65P","Q65Q_KEN","Q65R_KEN","Q66A","Q66B","Q66C","Q66D","Q66E","Q67A","Q67B","Q67C","Q67D","Q67E","Q68A","Q68B","Q68C","Q68D","Q68E","Q68F","Q69A","Q69B","Q69C","Q69D","Q69E","Q69F","Q70A","Q70B","Q70C","Q71A","Q71A1_KEN","Q71B","Q71C","Q72A","Q72B","Q72C","Q72C1_KEN","Q73A","Q73B","Q73C","Q73D","Q73E","Q74","Q75A","Q75B","Q75C","Q76A","Q76B","Q77","Q77OTHER","Q78","Q79A_KEN","Q79A_KEN_OTHER","Q79B_KEN","Q79B_KEN_OTHER","Q80A_KEN","Q80B_KEN","Q80C_KEN","Q81AA_KEN","Q81AB_KEN","Q81AC_KEN","Q81AD_KEN","Q81AE_KEN","Q81B_KEN","Q81C_KEN","Q82A_KEN","Q82B_KEN","Q82C_KEN","Q82D_KEN","Q82E_KEN","Q82F_KEN","Q82G_KEN","Q82H_KEN","Q82I_KEN","Q82J_KEN","Q82K_KEN","Q82L_KEN","Q82M_KEN","Q82N_KEN","Q82O_KEN","Q83AA_KEN","Q83AB_KEN","Q83AC_KEN","Q83AD_KEN","Q83AE_KEN","Q83AF_KEN","Q83B_KEN","Q84","Q84OTHER","Q85A","Q85B","Q85C","Q86A","Q86B","Q86C","Q86D","Q86E","Q86F","Q87","Q88A","Q88B","Q88C","Q88D_KEN","Q88E_KEN","Q89A","Q89B","Q89BOTHER","Q90A","Q90B","Q90C","Q91A","Q91B","Q92","Q93A","Q93B","Q93C","Q94","Q95A","Q95B","Q96","Q97","Q98A","Q98AOTHER","Q98B","Q99","Q99OTHER","Q100","ENDTIME","LENGTH","Q101","Q102","Q102OTHER","Q103","Q103OTHER","Q104","Q105","Q106","Q107A","Q107B","Q107C","Q107D","Q107E","Q108","Q110A","Q110B","Q110C","Q110D","Q110E","Q110F","Q112","Q113","Q114","Q115","Q116","Q116OTHER","Q117","withinwt"
"11","KEN0011",1,300,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,6,997,997,997,997,997,997,2,1,8,2,2011-11-04,52080,40,300,"",1,1,2,1,2,1,1,1,0,2,0,0,1,0,0,0,0,7,1,"",1,"",3,4,0,0,0,0,2,1,4,4,2,5,1,3,4,1,5,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,1,1,1,3,2,1,3,2,3,2,2,4,1,2,2,2,1,4,99,99,7,99,99,99,99,99,4,2,5,1,1,5,1,3,9,9,9,2,2,0,3,0,0,0,0,9,1,0,2,3,2,0,0,0,0,9,9,9,0,0,1,9,0,0,0,9,1,3,3,3,3,3,3,3,3,7,0,0,0,0,0,0,0,3,"",4,"",9996,"",1,1,2,1,1,1,3,3,3,2,2,9,9,2,4,1,4,4,4,9,9,9,9,9,2,1,1,4,2,0,2,3,2,3,2,-1,2,2,1,3,0,0,0,0,9,9,9,9,3,1,1,1,1,1,1,1,0,0,4,4,4,2,3,1,"",1,3,"",7,"",1,0,3,2,4,3,3,2,2,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,9,9,3,9,1,300,"",2,4,4,1,1,1,1,0,0,0,1,0,0,0,0,0,9997,"",1,1,0,0,0,1,3,1,2,2,2,2,3,5,13,"",4,302,"",1,56700,77,1,1,"",4,"",1,1,2,0,0,0,0,0,2,1,2,2,2,2,2,"KEN30",25,1,2,305,"",6,0.89541261
"12","KEN0012",1,300,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,997,997,997,997,997,997,997,0,1,6,1,2011-11-04,45120,24,300,"",1,4,4,1,2,2,2,2,0,1,0,0,1,4,4,1,2,1,3,"",1,"",4,4,4,3,1,1,4,2,3,4,2,2,3,2,3,2,5,2,2,4,2,0,0,0,6,1,1,0,1,3,1,1,1,2,1,1,2,2,1,1,1,4,2,1,1,1,2,3,2,1,10,6,3,9,99,99,6,3,10,2,4,4,1,1,3,3,2,3,3,0,0,0,3,3,3,2,0,2,3,0,3,3,4,4,1,0,1,1,1,3,1,0,0,0,0,0,1,3,1,1,1,3,1,1,1,3,1,1,1,1,1,1,1,1,1,1,9,"",23,"",20,"",3,1,2,1,1,2,2,2,3,3,1,2,2,3,4,2,2,4,4,3,1,1,1,1,1,3,2,1,2,1,1,2,2,1,1,1,0,1,2,3,3,0,0,0,3,2,2,3,3,2,1,0,1,1,1,0,1,2,3,1,3,2,2,8,"",2,3,"",7,"",1,2,4,4,4,4,2,3,2,3,2,4,2,4,2,2,2,4,4,3,4,4,2,4,4,2,5,1,5,4,4,1,300,"",2,4,4,1,0,1,1,1,0,0,1,1,0,1,1,0,9997,"",1,1,1,4,3,1,3,3,1,5,3,2,2,8,1,"",4,302,"",1,48300,53,1,1,"",1,"",1,1,4,0,0,0,0,0,0,1,1,1,1,1,1,"KEN29",24,1,1,303,"",7,0.89541261
"13","KEN0013",1,300,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,6,6,997,997,997,997,997,1,2,3,1,2011-11-04,50100,42,300,"",1,1,2,1,1,9,9,1,4,0,1,4,4,0,0,0,0,7,3,"",1,"",4,4,0,0,0,1,4,4,3,4,4,3,2,4,1,3,4,1,2,4,4,0,0,0,1,1,1,0,0,0,0,0,0,4,1,1,3,2,1,1,1,1,1,1,1,1,4,4,2,1,10,0,0,10,99,99,99,99,99,5,4,4,2,2,1,2,1,1,3,0,3,0,0,1,3,0,0,3,0,-1,0,0,1,2,1,0,3,1,3,9,1,0,0,3,1,0,1,1,9,3,2,2,2,2,1,3,9,1,0,0,0,0,0,0,0,0,8,"",1,"",20,"",3,1,1,1,1,1,2,3,4,3,2,2,1,4,4,4,3,3,4,3,2,3,1,1,3,3,2,3,3,0,9,2,2,3,3,3,3,3,3,3,3,0,0,0,3,3,3,3,0,3,3,0,1,1,0,1,0,9,4,2,4,2,2,0,"",1,7,"",7,"",0,7,9,4,4,4,4,4,9,3,2,2,2,2,2,2,2,2,2,2,2,4,2,4,3,9,9,9,9,9,9,1,300,"",0,5,5,1,1,1,1,1,0,0,1,1,1,1,1,0,9997,"",1,0,0,0,0,1,1,1,1,3,2,2,0,3,3,"",4,302,"",9999,53700,60,2,1,"",4,"",1,1,1,0,0,0,0,0,2,1,1,1,2,2,2,"KEN29",24,1,1,303,"",7,0.89541261
"14","KEN0014",1,300,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,0,2,2,1,2011-11-04,44400,28,300,"",4,4,3,4,4,4,4,1,0,0,0,0,0,0,1,0,0,7,8,"",8,"",4,4,0,0,2,1,2,4,3,4,4,2,3,3,4,1,3,0,0,3,4,1,0,0,1,3,0,0,0,0,0,0,0,2,1,1,3,3,3,3,2,3,3,1,2,2,4,3,2,3,5,4,10,10,99,4,3,99,99,2,2,2,1,3,2,2,1,0,0,0,3,2,0,2,0,2,0,2,2,0,0,2,3,1,2,1,1,2,1,2,1,1,2,1,2,1,2,1,2,1,1,1,1,1,1,1,1,1,2,2,7,1,7,0,1,1,8,"",17,"",9996,"",2,1,1,3,1,3,3,3,3,3,3,1,3,3,3,3,3,2,4,3,3,3,3,3,1,3,9,2,3,0,1,2,2,2,2,0,0,0,0,0,0,0,0,0,3,3,3,3,3,3,1,1,1,0,0,1,0,0,3,3,3,2,2,3,"",1,5,"",15,"",3,0,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,3,4,1,300,"",3,3,5,1,0,1,1,1,1,0,3,3,2,1,1,0,9997,"",1,1,0,3,0,1,4,2,1,2,2,2,1,5,2,"",4,302,"",1,48900,75,2,1,"",1,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN32",43,1,1,310,"",8,0.89541261
"15","KEN0015",1,300,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,997,997,997,997,997,997,997,2,1,2,1,2011-11-04,51000,62,300,"",1,1,1,4,4,3,3,1,3,3,3,3,4,3,3,0,3,0,4,"",1,"",3,0,0,0,2,0,1,2,3,4,4,1,4,1,3,1,3,0,0,1,3,0,0,0,7,4,1,0,0,0,0,0,0,2,1,1,3,4,1,3,1,1,1,3,4,1,3,3,1,4,6,3,3,6,7,8,6,3,8,4,2,4,3,3,3,2,2,0,9,0,3,3,0,0,1,2,1,1,2,1,0,0,1,3,3,3,3,3,1,1,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,7,7,7,7,7,0,1,1,8,"",20,"",17,"",2,1,1,1,3,2,3,3,3,3,1,4,3,3,3,3,4,4,3,3,3,3,3,3,1,2,1,2,2,3,2,2,2,3,3,1,1,2,2,2,2,0,0,0,3,3,3,3,3,3,3,3,9,9,9,9,9,0,3,3,4,3,3,3,"",1,9999,"",1,"",2,0,3,4,4,4,4,4,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,3,3,3,2,1,300,"",0,5,1,1,1,1,1,1,1,0,3,3,3,3,3,0,9997,"",1,0,0,0,0,0,0,0,0,1,3,2,0,3,2,"",4,302,"",1,55200,70,1,1,"",4,"",1,1,2,0,0,0,0,0,0,1,1,1,1,1,1,"KEN32",43,1,1,310,"",8,0.89541261
"16","KEN0016",1,300,1,1,1,1,0,1,1,1,1,1,0,0,0,0,0,997,997,997,997,997,997,997,0,2,2,1,2011-11-04,44340,52,300,"",1,3,1,3,3,4,4,2,0,0,0,0,0,4,0,0,0,7,3,"",1,"",4,4,0,0,0,0,4,1,1,4,4,1,4,4,4,1,5,2,2,1,1,0,0,0,1,2,0,0,0,0,0,0,0,1,1,1,3,4,1,4,1,1,1,1,4,1,3,2,1,3,2,0,0,5,99,99,99,99,99,1,4,5,1,1,1,0,3,9,2,1,2,1,0,2,0,0,0,0,2,9,0,2,4,4,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,0,0,0,0,0,0,0,0,20,"",13,"",17,"",2,1,1,1,1,1,1,3,3,1,1,1,1,1,4,3,3,3,3,9,9,9,9,9,3,1,1,4,2,7,7,7,7,7,7,3,2,2,2,3,0,0,0,0,9,9,9,9,0,1,1,1,1,1,0,1,0,0,4,4,4,9,9,9999,"",1,7,"",9999,"",3,0,4,1,1,1,3,3,1,9,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,4,4,4,1,300,"",9,3,3,9,9,9,9,9,9,0,1,1,1,1,1,0,9997,"",1,1,0,0,0,1,3,0,1,2,2,2,3,3,2,"",4,9998,"",1,48600,71,2,1,"",4,"",1,1,2,0,0,0,0,0,2,1,1,2,2,1,1,"KEN30",25,1,2,305,"",6,0.89541261
"17","KEN0017",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,997,997,997,997,997,997,997,1,2,5,1,2011-11-05,36300,25,303,"",2,1,2,2,2,4,4,1,0,0,2,0,2,2,0,0,0,7,3,"",1,"",4,4,4,3,2,1,2,3,3,4,4,3,4,2,4,1,3,0,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,3,3,1,3,3,4,1,2,3,1,3,2,4,4,5,2,1,8,99,99,99,99,99,4,2,5,1,1,2,1,3,9,9,9,2,2,0,2,1,0,9,9,2,1,0,1,3,2,9,9,9,9,9,9,9,9,1,9,9,0,9,0,1,2,1,1,1,1,2,2,2,1,0,0,0,0,0,0,0,0,9999,"",9996,"",9996,"",7,1,1,1,1,1,2,3,3,2,2,2,9,3,4,2,4,4,3,9,3,9,2,9,2,1,2,2,2,7,7,7,7,7,7,1,1,2,1,3,0,0,0,0,9,9,2,2,3,3,1,1,1,1,1,1,1,0,3,3,3,2,3,7,"",2,0,"",9999,"",2,0,4,2,3,4,3,3,9,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,9,9,9,9,1,303,"",0,3,3,1,0,1,0,0,0,1,2,0,1,0,1,0,9997,"",1,1,0,0,3,1,4,2,1,5,2,2,1,5,2,"",4,300,"",9999,40800,75,2,1,"",4,"",1,1,4,0,0,0,0,0,1,1,2,2,1,1,2,"KEN30",25,1,2,305,"",6,0.5640705
"18","KEN0018",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,6,997,997,997,997,997,997,2,1,4,2,2011-11-05,44400,44,300,"",1,1,3,1,1,1,1,1,0,0,1,0,2,3,3,2,3,0,1,"",6,"",4,4,0,0,3,2,2,4,4,4,4,9,2,4,4,1,5,0,2,1,2,0,4,9,1,1,1,1,1,2,0,0,2,1,1,1,3,1,1,4,1,4,1,5,4,1,3,3,2,3,3,1,0,9,5,2,3,0,3,5,4,5,1,1,1,0,1,3,3,3,3,0,0,0,3,3,3,3,3,1,0,0,3,1,0,3,2,2,3,0,0,1,3,0,0,0,2,2,3,3,3,1,1,1,1,1,1,1,3,0,7,3,0,3,0,3,4,"",3,"",20,"",0,1,1,1,1,1,1,1,3,1,1,1,1,3,4,1,4,4,3,2,3,1,1,9,1,1,1,3,2,0,3,3,3,3,3,0,3,3,3,3,0,0,0,0,1,4,1,3,3,1,1,1,1,1,9,9,1,3,3,3,3,2,3,4,"",1,0,"",9999,"",3,3,1,4,3,4,4,3,1,3,2,1,1,1,1,4,4,1,1,1,1,4,3,3,3,4,4,2,3,2,9,1,300,"",2,1,1,1,0,1,0,1,0,0,1,0,0,2,0,1,300,"",1,1,0,0,0,1,2,1,1,2,2,2,3,6,28,"",2,300,"",17,48600,70,1,1,"",4,"",1,1,1,0,0,0,0,0,1,1,1,1,2,2,1,"KEN30",25,1,2,305,"",6,0.5640705
"19","KEN0019",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,6,6,6,997,997,997,997,2,1,5,1,2011-11-05,33300,27,300,"",1,2,3,2,3,1,4,2,2,1,0,2,4,3,3,1,0,0,9,"",8,"",4,4,3,2,3,1,1,4,4,4,4,2,3,4,4,2,4,2,1,4,4,0,1,0,1,1,0,0,0,3,0,2,2,1,1,2,3,2,1,4,1,1,2,2,3,1,2,2,4,1,5,0,0,8,10,10,7,5,10,1,4,4,2,2,2,1,1,0,0,0,3,0,0,3,3,2,1,3,1,3,3,1,3,2,3,1,1,0,0,0,0,1,2,2,1,0,2,2,2,2,0,1,3,1,1,1,2,3,3,1,1,0,0,0,0,3,22,"",3,"",8,"",3,1,2,3,1,2,3,3,4,3,3,3,3,3,4,3,3,3,4,1,1,1,1,1,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,3,2,1,3,3,1,1,0,1,1,9,1,0,0,2,3,3,3,3,2,"",1,3,"",7,"",1,0,2,3,2,4,4,2,2,3,3,3,3,3,3,3,3,3,3,3,2,3,3,3,3,4,4,2,3,2,4,1,300,"",3,5,5,1,1,1,1,1,1,0,2,1,1,1,1,1,302,"",1,1,0,3,2,1,3,3,1,5,2,2,1,5,1,"",4,302,"",19,36540,54,1,1,"",4,"",1,1,4,0,0,0,0,0,1,1,1,1,1,1,1,"KEN29",24,1,1,303,"",7,0.5640705
"20","KEN0020",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,997,997,997,997,997,997,997,1,2,1,1,2011-11-05,37380,38,300,"",1,4,3,1,3,1,2,1,0,0,1,0,0,4,4,0,0,7,7,"",1,"",4,0,0,0,3,1,1,4,4,4,3,2,1,1,4,1,4,2,2,1,1,0,0,0,4,3,0,0,0,0,0,1,0,4,2,1,2,1,1,1,1,1,1,1,4,1,2,2,2,2,10,8,6,10,10,9,7,99,9,4,4,4,2,1,1,0,2,0,2,0,2,0,0,1,3,3,1,3,1,3,1,0,2,2,3,2,2,1,3,3,1,1,0,0,0,0,2,2,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,1,1,23,"",17,"",15,"",3,1,1,2,1,1,1,3,3,3,2,2,2,3,4,4,3,3,4,1,2,2,1,2,1,1,1,2,2,3,3,3,3,3,3,3,3,3,3,3,3,1,0,0,3,3,2,2,3,3,3,0,1,1,0,0,0,0,3,2,4,2,2,0,"",2,3,"",9999,"",1,0,3,3,4,4,4,4,1,3,4,2,2,2,2,2,2,2,2,2,2,4,1,3,3,9,9,9,9,9,9,1,300,"",1,5,5,1,1,1,1,1,1,0,3,1,1,1,1,0,9997,"",1,0,0,0,0,1,3,3,1,1,3,3,2,3,9995,"ISRAEL ASEMBLY",4,9997,"",1,40320,49,2,1,"",4,"",1,1,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN29",24,1,1,303,"",7,0.5640705
"21","KEN0021",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,997,997,997,997,997,997,997,2,1,4,1,2011-11-05,42900,50,300,"",1,3,3,1,1,1,1,2,2,1,1,2,2,2,2,0,0,7,9999,"",1,"",1,1,0,0,1,0,2,3,3,4,3,3,2,3,3,2,3,0,1,1,9,0,1,0,1,2,0,0,0,0,0,0,0,5,1,1,1,2,1,4,3,1,9,5,9,1,3,9,2,4,5,5,5,8,99,99,99,99,99,3,1,1,1,1,2,9,1,0,0,0,9,1,0,3,2,9,2,9,3,0,9,9,2,4,3,3,3,3,9,2,2,3,3,3,0,3,3,3,2,1,9,9,9,9,9,9,9,9,0,0,0,7,7,0,9,9,1,"",23,"",14,"",3,3,3,3,2,3,4,3,4,2,2,3,9,2,4,3,9,9,4,3,2,2,2,9,3,3,3,5,3,0,1,1,1,3,1,3,0,2,0,2,1,0,0,0,4,4,3,3,3,3,3,9,1,1,1,7,1,0,3,4,4,2,2,0,"",2,9999,"",16,"COALITION GOVERMENT",1,0,3,4,4,4,4,4,1,3,4,3,3,4,4,4,4,4,4,4,4,9,4,5,4,4,9,4,4,5,2,1,300,"",0,2,4,1,1,1,1,1,1,0,3,2,2,2,3,1,300,"",1,1,0,0,0,1,4,4,1,2,2,2,2,5,5,"",4,300,"",9999,46440,59,1,1,"",1,"",3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN31",23,1,1,303,"",7,0.5640705
"22","KEN0022",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,997,997,997,997,997,997,997,1,2,3,1,2011-11-05,37140,37,300,"",2,2,2,3,3,3,3,1,2,2,0,2,3,2,2,1,0,1,8,"",1,"",4,4,3,0,2,2,2,4,4,4,3,3,3,3,2,2,2,1,2,3,3,0,3,0,1,2,1,1,0,1,0,1,0,2,2,2,3,2,2,3,4,3,3,2,2,2,1,1,9,9,0,0,0,6,2,3,6,7,8,4,4,4,2,2,3,1,2,2,2,2,2,1,1,2,1,1,2,2,2,0,0,2,3,2,0,1,0,0,2,0,0,1,1,0,0,2,2,2,2,2,2,2,2,2,2,1,1,1,1,3,2,2,1,1,1,1,1,"",16,"",11,"",2,3,3,2,1,1,3,2,2,2,2,2,3,1,3,2,3,3,4,3,1,1,1,2,2,2,3,3,2,1,0,1,1,3,1,3,3,3,3,3,3,0,1,0,2,3,2,2,3,3,3,3,1,1,9,7,1,0,3,3,3,2,2,3,"",2,7,"",7,"",3,0,2,3,3,3,3,3,9,2,3,2,2,2,2,2,2,2,2,2,2,3,3,4,3,3,9,4,4,2,2,2,300,"",1,5,5,1,1,1,1,1,1,0,1,2,1,1,2,1,302,"",1,1,9,0,0,1,4,4,1,2,2,2,1,4,8,"",2,302,"",21,41280,69,2,1,"",4,"",1,1,3,0,0,0,0,0,1,1,2,1,3,2,1,"KEN31",23,1,1,303,"",7,0.5640705
"23","KEN0023",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,997,997,997,997,997,997,997,1,2,1,1,2011-11-05,36900,51,300,"",1,1,3,4,4,2,2,1,0,1,0,1,3,0,0,0,0,7,3,"",1,"",4,0,0,0,1,1,1,2,2,2,4,4,1,3,4,1,4,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,3,3,1,3,2,3,1,1,3,1,2,2,1,2,2,2,0,5,99,10,6,99,99,4,2,2,2,4,3,0,2,9,0,0,3,9,0,2,2,2,2,2,0,0,1,1,1,1,3,0,2,1,0,0,0,2,0,3,2,1,2,0,9,3,1,1,1,1,1,2,2,2,7,7,7,7,7,0,1,1,8,"",20,"",14,"",1,1,1,3,1,1,3,3,2,2,1,1,1,3,3,2,3,3,3,2,2,2,2,2,1,3,1,3,2,0,1,1,1,3,3,2,3,2,2,2,2,0,0,0,3,2,3,2,3,3,3,3,9,1,9,9,0,0,3,3,3,3,3,6,"",1,3,"",9999,"",3,1,1,4,4,4,4,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,3,4,3,3,2,4,2,1,1,300,"",0,3,4,1,1,1,1,1,1,0,3,3,3,3,3,1,302,"",1,0,0,0,0,1,4,2,0,1,3,2,2,5,2,"",4,302,"",1,41400,75,2,1,"",4,"",3,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN32",43,1,1,310,"",8,0.5640705
"24","KEN0024",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,997,997,997,997,997,997,2,1,2,1,2011-11-05,42000,31,300,"",1,1,1,4,4,1,1,1,3,3,3,3,3,1,1,0,0,7,1,"",8,"",3,3,0,0,1,0,2,3,3,3,3,2,2,2,2,2,3,2,0,2,2,0,0,0,1,4,0,0,0,0,0,0,0,2,2,2,3,3,1,2,3,3,2,3,3,2,4,4,1,1,8,7,2,10,99,8,99,0,9,4,4,4,2,2,3,1,2,0,0,0,3,2,0,1,1,1,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,2,2,1,"",9996,"",9996,"",2,2,2,2,2,2,3,3,3,3,3,2,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,4,4,4,4,0,0,1,1,9,9,1,1,0,9,3,3,3,2,2,3,"",1,1,"",4,"",3,0,3,4,4,4,4,4,2,3,4,4,4,4,4,4,4,4,4,4,4,4,3,3,4,4,4,4,4,2,2,1,300,"",0,4,4,1,1,1,1,1,1,0,2,2,2,2,2,8,9997,"",1,1,0,0,0,1,3,3,1,2,2,2,2,5,13,"",4,9998,"",1,45360,56,1,1,"",4,"",3,1,2,0,0,0,0,0,0,1,1,1,1,1,1,"KEN32",43,1,1,310,"",8,0.5640705
"25","KEN0025",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,997,997,997,997,997,997,997,2,1,1,1,2011-11-04,39780,43,302,"",1,3,3,2,2,3,3,1,3,3,0,1,1,3,0,0,3,1,9995,"TOO CUMBERSOME",12,"EMPLOYER",4,4,4,0,2,1,4,4,4,3,4,3,3,2,4,1,4,0,0,4,4,0,4,0,1,2,1,1,0,1,0,0,0,1,1,1,3,1,3,4,4,4,4,1,4,1,3,2,4,1,0,5,6,8,4,8,8,0,8,5,1,5,4,4,4,1,-1,2,0,0,2,0,0,3,0,0,0,2,9,0,3,1,1,2,0,0,0,2,3,2,0,0,0,0,0,0,2,1,3,3,1,1,2,2,2,2,1,2,1,1,0,0,0,0,1,0,8,"",14,"",20,"",9,1,3,3,1,1,3,3,3,2,1,3,3,3,3,3,4,4,4,3,3,3,2,1,3,5,2,2,3,1,0,0,0,0,0,7,7,7,7,7,7,0,1,0,3,3,3,3,1,1,1,0,1,1,1,1,1,0,3,3,3,3,3,7,"",1,6,"",6,"",1,0,4,4,4,3,3,4,2,3,2,2,2,2,2,2,2,3,1,3,3,4,3,3,4,4,4,4,4,4,4,2,302,"",0,3,4,1,0,1,1,1,9,0,2,2,2,2,1,0,9997,"",1,0,1,0,0,1,4,3,1,1,3,3,2,5,13,"",4,9999,"",21,44940,86,1,1,"",1,"",5,8,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN27",22,1,2,301,"",8,0.78496524
"26","KEN0026",1,300,1,1,0,1,1,1,1,1,1,1,0,0,0,0,0,1,1,997,997,997,997,997,0,2,3,1,2011-11-04,36300,18,-1,"",2,2,2,2,2,9,9,1,2,0,1,1,2,2,2,0,1,0,9995,"DID NOT GIVE REASON",8,"FAMILY MEMBER",0,3,0,0,0,1,2,4,3,4,4,1,4,2,3,2,3,0,2,1,1,1,1,1,7,9,0,0,0,0,0,0,0,5,1,1,1,2,2,3,4,4,1,2,4,2,2,2,4,3,0,99,10,99,99,99,99,99,99,4,5,5,3,1,2,0,0,0,1,2,0,9,0,2,0,0,0,0,1,3,3,2,3,4,1,1,1,1,3,1,1,1,1,1,2,1,1,3,1,2,3,2,2,1,1,1,1,1,3,1,1,3,3,0,1,1,9999,"",9996,"",9996,"",7,4,4,3,1,1,1,3,3,3,2,1,2,2,3,2,3,3,1,1,4,4,4,1,1,1,4,4,4,0,0,1,2,2,2,2,2,3,3,3,3,0,0,9,1,1,1,1,1,1,9,9,9,9,9,0,0,0,3,3,4,3,3,9999,"",3,9999,"",9999,"",0,7,1,1,9,9,9,9,3,9,1,1,9,9,2,2,9,9,9,9,2,9,2,9,9,1,9,9,1,9,9,9,-1,"",7,7,9,1,1,0,1,0,0,0,2,2,2,2,2,0,9997,"",1,1,0,0,0,1,4,2,0,5,2,2,1,2,0,"",3,9999,"",9999,39420,52,2,1,"",1,"",8,1,4,0,0,0,0,0,0,1,1,1,1,2,1,"KEN27",22,1,2,301,"",8,0.78496524
