"","RESPNO","URBRUR","REGION","COUNTY","EA_SVC_A","EA_SVC_B","EA_SVC_C","EA_SVC_D","EA_FAC_A","EA_FAC_B","EA_FAC_C","EA_FAC_D","EA_FAC_E","EA_FAC_F","EA_FAC_G","EA_SEC_A","EA_SEC_B","EA_SEC_C","EA_SEC_D","EA_SEC_E","EA_ROAD_A","EA_ROAD_B","NOCALL_1","NOCALL_1OTHER","NOCALL_2","NOCALL_2OTHER","NOCALL_3","NOCALL_4","NOCALL_5","NOCALL_6","NOCALL_7","PREVINT","THISINT","ADULT_CT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q2OTHER","Q3","Q4A","Q4B","Q5","Q6","Q7","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q9","Q10A","Q10B","Q11A","Q11B","Q12A","Q12B","Q12C","Q12D","Q12E","Q13","Q14","Q15A","Q15B","Q15C","Q16","Q17","Q18","Q19A","Q19B","Q20A","Q20B","Q20C_KEN","Q21","Q22","Q23A","Q23B","Q23C","Q23D","Q24A","Q24B","Q24C","Q24D","Q24E","Q24F","Q24G_KEN","Q25A","Q25B","Q26A","Q26B","Q26C","Q26D","Q26E","Q26F","Q27A","Q27B","Q27C","Q27D","Q27E","Q28A","Q28B","Q28C","Q29A","Q29B","Q29C","Q29D","Q29E","Q29F","Q29G","Q30","Q31","Q32","Q33","Q34","Q35","Q36","Q37","Q38","Q39","Q40","Q41","Q42A","Q42B","Q42C","Q43","Q44","Q45A","Q45B","Q45C","Q45D","Q45E","Q46","Q47A","Q47B","Q48A","Q48B","Q48C","Q48D","Q48E","Q48F","Q49","Q50","Q51A","Q51B","Q51C","Q51D","Q51E_KEN","Q52A","Q52B","Q52C","Q52D","Q52E","Q52E1_KEN","Q52F","Q52G","Q52H","Q52I","Q52J","Q52K","Q52L","Q52M_KEN","Q53A","Q53B","Q53C","Q53D","Q53D1_KEN","Q53E","Q53E1_KEN","Q53F","Q53G","Q53H","Q53I","Q53J","Q54","Q55A","Q55B","Q55C","Q55D","Q55E","Q55F","Q55G","Q55H","Q55I","Q55J","Q55K","Q55L","Q56","Q57A","Q57B","Q58","Q58OTHER","Q59A","Q59B","Q60PT1","Q60PT1OTHER","Q60PT2","Q60PT2OTHER","Q60PT3","Q60PT3OTHER","Q61A","Q61B","Q62","Q63A","Q63B","Q63C","Q63D","Q63E_KEN","Q64","Q65A","Q65B","Q65C","Q66A","Q66B","Q66C","Q66D","Q66E","Q66F","Q66G","Q66H","Q66I","Q66J","Q66K","Q66L","Q66M","Q66N_KEN","Q67A","Q67B","Q67C_KEN","Q68A","Q68B","Q68C","Q68C1_KEN","Q68D","Q69A","Q69B","Q69C","Q70A","Q70B","Q71A","Q71B","Q71BOTHER","Q72","Q73A","Q73B","Q73C","Q73D","Q73E","Q74A","Q74AOTHER","Q74B","Q74BOTHER","Q75A","Q75B","Q76","Q77","Q78","Q79A","Q79B","Q80A","Q80AOTHER","Q80B","Q81A","Q81B","Q81C","Q81D","Q81E","Q82A_KEN","Q82B_KEN","Q82C_KEN","Q82D_KEN","Q82E_KEN","Q83A_KEN","Q83B_KEN","Q83C_KEN","Q83D_KEN","Q84A_KEN","Q84B_KEN","Q84C_KEN","Q84D_KEN","Q85A_KEN","Q85B_KEN","Q85C_KEN","Q85D_KEN","Q86_KEN","Q87","Q87OTHER","Q88A","Q88B","Q89A","Q89B","Q89C","Q89D","Q89E","Q90A","Q90B","Q90BOTHER","Q91A","Q91B","Q91C","Q91D","Q92A","Q92B","Q93A","Q93B","Q94","Q95","Q96A","Q96B","Q97","Q98A","Q98AOTHER","Q98B","Q99","Q99OTHER","Q100","ENDTIME","LENGTH","Q101","Q102","Q102OTHER","Q103","Q103OTHER","Q104","Q105","Q106","Q107A","Q107B","Q107C","Q107D","Q107E","Q108","Q110A","Q110B","Q110C","Q110D","Q110E","Q110F","Q112","Q113","Q114","Q115","Q116","Q117","withinwt"
"1684","KEN1684",2,306,"Mandera",1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,5,1,2014-11-28,32580,21,310,"",2,4,3,3,3,4,0,2,0,0,3,3,0,0,0,0,0,3,0,2,4,4,2,1,4,4,4,3,2,3,0,0,1,1,1,1,3,1,0,0,0,0,0,1,0,2,1,0,1,1,3,1,2,2,3,2,2,1,2,0,0,1,1,2,1,"Right to have good education","Right to have peace and security","Right to give your opinion",5,4,1,3,3,2,3,2,2,2,2,3,2,3,3,4,4,4,2,2,0,2,0,0,0,2,2,1,2,0,2,1,3,0,3,2,1,0,0,0,0,2,1,1,1,1,2,2,1,2,2,1,2,3,2,1,1,1,2,1,2,1,2,1,2,0,1,2,2,0,2,0,2,1,3,0,2,0,7,7,0,7,7,7,"",0,0,8,"",23,"",24,"",2,0,1,1,1,1,2,1,2,3,8,1,3,2,2,2,2,2,3,3,1,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,2,3,2,2,"",0,7,7,7,7,7,16,"",14,"",2,3,2,3,3,2,1,1,"",2,2,4,3,6,4,1,4,2,4,3,3,4,4,2,2,2,4,3,4,4,2,3,3,310,"",0,5,3,3,1,3,3,0,9997,"",0,0,0,1,4,4,3,2,0,3,5,1,5,18,"",6,307,"",8,35280,45,1,1,"",1,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN02",53,1,2,310,6,1.01616387290176
"1685","KEN1685",2,306,"Mandera",1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,5,1,2014-11-28,29100,25,314,"Garre",1,1,1,2,3,4,1,3,1,2,2,5,0,1,0,0,0,3,0,0,0,0,0,0,3,3,3,1,4,4,0,0,2,1,1,1,4,1,0,0,0,0,0,1,0,0,0,0,1,2,3,3,3,2,3,2,1,0,1,0,0,1,1,1,1,"Freedom of speech","","",1,9996,9996,3,1,1,1,4,4,4,5,4,1,3,3,5,4,4,1,1,1,2,0,0,0,2,3,3,2,0,2,0,2,2,1,2,2,2,2,1,2,3,2,3,2,2,3,3,0,2,2,9,2,2,3,1,1,1,1,1,2,2,1,9,1,1,1,1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,7,"",1,1,4,"",17,"",13,"",1,0,0,1,1,1,1,1,1,5,8,6,1,2,1,1,1,2,3,3,1,1,1,1,1,1,2,1,3,3,3,3,4,3,1,1,1,1,4,1,0,"",0,7,7,7,7,7,12,"",6,"",1,3,4,4,3,3,3,2,"",1,3,5,3,5,5,1,5,5,5,2,3,3,3,2,5,1,5,4,3,5,5,4,2,316,"Garre",2,3,5,5,3,5,3,1,307,"",1,0,0,0,4,0,3,2,0,3,11,4,6,19,"",6,307,"",1,32400,55,2,1,"",1,"",2,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN03",23,2,2,310,8,1.01616387290176
"1686","KEN1686",2,306,"Mandera",1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,4,1,2014-11-28,33060,32,314,"Garre",1,1,1,3,2,9,1,3,1,2,2,5,0,0,0,0,0,3,0,0,0,0,3,2,4,4,4,1,4,1,1,2,3,1,1,1,4,1,0,1,1,0,0,0,1,0,0,0,1,2,3,3,3,2,3,2,1,1,2,0,0,5,4,2,3,"","","",9999,9996,9996,9,1,1,1,4,4,4,5,4,1,8,9,3,3,3,1,1,1,2,0,0,0,2,3,3,2,0,2,0,1,0,1,4,2,2,2,1,1,3,2,3,9,2,2,2,0,1,1,9,3,3,3,1,2,2,1,1,3,2,9,9,1,1,1,1,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,8,"",0,0,4,"",17,"",16,"",1,0,0,1,1,1,1,1,1,7,8,3,1,1,2,1,1,2,3,3,1,1,1,2,2,1,2,1,3,4,3,3,3,3,1,1,1,9,9,1,0,"",0,7,7,7,7,7,9999,"",9996,"",9,9,1,4,1,9,9,2,"",1,3,5,3,5,5,9,9,5,9,2,4,4,4,1,5,1,5,1,4,4,4,4,5,316,"Garre",1,2,1,1,1,5,3,8,9997,"",0,0,0,1,4,0,3,2,0,2,6,2,2,19,"",6,9998,"",1,36300,54,1,1,"",310,"",2,4,5,0,0,0,0,0,2,2,2,2,2,2,2,"KEN03",23,2,2,310,8,1.01616387290176
"1687","KEN1687",2,306,"Mandera",1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,6,1,2014-11-28,29700,27,310,"",1,1,1,2,1,2,3,3,2,0,3,5,0,3,3,1,2,2,0,0,0,0,0,0,3,9,2,2,3,4,2,0,1,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,7,7,3,1,1,1,1,1,0,0,0,0,0,9,2,3,3,"","","",9999,9996,9996,9,2,3,9,3,3,3,4,1,2,9,9,4,5,3,1,4,9,2,9,9,9,2,9,9,3,9,9,2,9,9,3,5,2,3,9,0,2,3,3,3,9,2,3,3,2,3,3,3,3,3,3,9,1,1,1,1,2,9,9,9,1,9,2,-1,1,0,1,0,4,1,7,7,7,7,7,7,0,7,7,2,"",2,1,8,"",17,"",23,"",2,9,0,3,3,1,3,1,9,8,1,2,2,1,1,1,1,2,3,2,1,1,1,1,3,2,2,2,3,3,3,2,3,3,9,9,9,9,9,2,0,"",0,7,7,7,7,7,18,"",4,"",9,9,2,3,9,2,1,3,"",2,1,3,5,5,4,1,9,2,4,1,9,9,9,1,4,4,4,3,4,4,3,3,1,310,"",2,5,4,4,1,1,1,0,9997,"",1,0,0,1,4,0,3,3,1,0,2,7,2,18,"",5,9998,"",8,33000,55,2,1,"",4,"",2,4,1,0,0,0,0,0,2,1,2,1,2,2,1,"KEN04",34,1,2,303,9,1.01616387290176
"1688","KEN1688",2,306,"Mandera",1,0,0,1,1,1,1,1,0,0,1,1,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,7,1,2014-11-28,33720,32,310,"",1,2,2,2,2,2,1,4,0,0,1,-1,0,2,2,0,0,4,3,3,3,3,2,2,4,4,4,1,3,3,2,2,4,4,4,1,3,1,1,1,0,1,1,2,0,1,1,0,2,1,3,2,3,1,3,3,2,1,2,0,1,2,2,2,1,"Freedom of movement","Freedom of expression","Freedom of all human rights",1,1,1,3,3,1,3,2,1,1,2,4,1,2,2,4,5,5,2,2,1,1,1,2,2,3,1,1,0,1,0,3,1,2,2,1,2,0,1,0,3,1,1,1,1,1,2,1,2,1,2,2,2,2,2,2,2,2,2,2,2,1,2,1,1,1,2,1,1,0,1,0,4,2,7,7,4,2,7,7,0,7,7,4,"",1,1,17,"",9,"",23,"",1,1,4,2,2,2,2,2,5,1,7,4,1,1,1,1,1,1,2,2,2,1,1,1,3,1,1,1,1,2,2,2,3,3,3,3,1,4,4,4,2,"",0,7,7,7,7,7,4,"",7,"",3,3,2,3,2,1,1,1,"",2,1,3,3,1,3,1,4,1,4,2,4,4,4,2,4,4,1,4,5,4,1,2,1,310,"",1,5,3,3,2,3,3,1,302,"",1,1,1,1,4,4,2,2,1,3,11,2,6,18,"",5,302,"",1,36600,48,1,1,"",1,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN04",34,1,2,303,9,1.01616387290176
"1689","KEN1689",2,306,"Mandera",0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,3,1,2014-11-29,45000,30,310,"",2,2,3,3,3,1,2,4,2,1,4,6,0,0,0,0,0,4,0,0,0,0,0,0,4,4,3,3,2,2,0,0,1,1,1,1,3,1,0,1,0,0,0,0,0,0,0,0,7,7,3,9,3,3,3,3,1,1,1,0,0,2,2,2,3,"","","",9999,9996,9996,1,2,2,2,2,2,3,2,3,2,9,9,4,4,4,2,2,0,9,9,9,9,2,2,2,3,9,3,3,3,3,3,2,1,1,1,1,2,3,3,3,9,9,9,3,9,3,3,3,9,3,3,0,0,0,9,9,2,2,9,9,9,9,9,3,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,11,"",1,1,3,"",2,"",1,"",1,0,1,1,1,1,1,1,2,1,7,2,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1,1,1,4,3,3,3,9,3,2,1,9,9,4,1,"",0,7,7,7,7,7,17,"",2,"",3,3,2,3,3,9,9,1,"",1,9,9,9,9,9999,0,2,5,2,4,4,4,4,2,4,2,9,3,2,4,4,3,1,310,"",1,5,2,2,2,3,3,1,305,"",1,0,0,1,4,0,2,2,0,3,2,1,2,18,"",6,305,"",1,47100,35,2,1,"",4,"",2,2,3,0,0,0,0,0,1,2,2,2,3,2,3,"KEN01",25,2,1,301,9,0.431443878997394
"1690","KEN1690",2,306,"Mandera",0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,7,1,2014-11-29,47700,19,310,"",2,2,4,3,3,3,1,2,1,0,3,5,0,0,0,0,0,4,4,0,3,3,1,1,4,4,4,3,2,2,0,0,1,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,7,7,3,3,3,3,3,3,1,1,1,1,1,2,2,2,3,"","","",9999,9996,9996,9,2,2,3,2,2,2,2,3,2,9,9,4,4,4,2,2,9,9,9,9,9,3,2,2,9,9,9,1,9,9,3,2,1,1,1,1,1,3,3,3,9,9,9,9,9,3,3,3,3,3,3,0,0,0,0,9,9,9,9,0,0,0,0,4,2,0,7,7,7,7,7,7,7,7,7,7,7,7,7,1,"",2,2,14,"",16,"",23,"",2,0,9,1,1,1,1,1,2,1,7,5,3,3,3,3,3,3,3,1,3,3,3,3,3,3,9,9,9,3,3,9,9,9,3,9,1,9,9,4,1,"",0,7,7,7,7,7,12,"",9996,"",3,3,2,9,9,9,9,9999,"",1,9,9,9,9,9999,9,9,9,9,4,9,9,9,9,4,4,9,3,9,4,4,3,1,310,"",1,5,3,3,2,3,3,0,9997,"",0,0,0,1,4,3,2,1,0,0,1,7,4,18,"",6,9997,"",1,50700,50,1,1,"",1,"",1,1,3,0,0,0,0,0,1,1,2,2,2,2,2,"KEN01",25,2,1,301,9,0.431443878997394
"1691","KEN1691",2,306,"Mandera",0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,7,1,2014-11-29,50520,39,310,"",2,4,3,3,4,4,0,2,0,0,2,5,0,0,0,0,0,3,0,0,0,0,2,1,3,4,4,3,2,3,0,0,0,1,0,1,3,1,0,0,0,0,0,0,0,1,1,0,1,2,3,1,2,1,2,3,0,0,0,0,0,1,1,2,3,"","","",9999,9996,9996,9,3,2,3,2,2,2,2,3,2,9,9,2,4,4,2,2,1,2,0,0,0,2,2,1,2,0,2,1,3,0,3,2,1,0,0,0,2,2,2,1,1,1,2,2,2,1,2,2,2,2,2,1,1,1,1,1,2,1,2,1,1,0,1,2,2,0,2,0,2,0,3,0,7,7,7,7,7,7,7,7,"",0,1,8,"",1,"",23,"",1,0,1,1,1,1,2,1,2,5,3,2,3,2,2,2,2,2,3,3,2,2,2,2,2,2,2,2,3,3,2,2,3,3,3,3,3,2,3,2,1,"",0,7,7,7,7,7,2,"",14,"",2,3,2,3,3,2,2,1,"",3,2,4,3,5,4,1,4,2,4,3,3,4,4,2,2,4,4,3,4,4,2,3,3,310,"",0,5,3,3,2,3,3,0,9997,"",0,0,0,1,4,0,3,2,0,1,2,1,1,18,"",6,305,"",8,53220,45,2,1,"",310,"",1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN02",53,1,2,310,6,0.431443878997394
"1692","KEN1692",2,306,"Mandera",0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,8,1,2014-11-29,45060,32,310,"",2,4,3,3,4,4,0,2,0,0,2,3,0,0,0,0,0,3,0,0,0,0,2,1,3,4,4,3,2,3,0,0,2,1,1,1,2,1,0,0,0,0,0,1,0,1,1,0,1,1,3,1,2,2,1,2,2,1,2,0,0,1,1,2,2,"Have a right fair justice system","Have a right for development","",6,5,9996,3,3,2,3,2,2,2,2,3,2,3,3,2,4,4,2,2,1,2,0,0,0,2,2,1,2,0,2,1,3,0,3,2,1,0,0,0,2,2,1,1,1,2,2,2,1,1,2,1,2,3,2,1,1,2,1,2,1,1,1,1,1,0,1,1,2,0,2,0,2,0,3,0,7,7,7,7,7,7,7,7,"",0,1,4,"",8,"",23,"",2,0,5,1,1,1,2,1,4,7,3,2,3,2,2,2,2,2,3,3,2,2,2,2,3,2,2,2,3,3,2,2,3,3,3,3,3,2,3,2,1,"",0,7,7,7,7,7,2,"",14,"",2,3,2,3,3,2,2,1,"",2,3,4,3,5,4,1,4,2,4,3,3,3,3,1,2,4,4,3,4,4,2,3,3,310,"",0,5,3,3,2,3,3,0,9997,"",1,0,0,1,4,0,3,2,0,2,5,1,3,18,"",6,305,"",8,47700,44,1,1,"",310,"",1,1,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN02",53,1,2,310,6,0.431443878997394
"1693","KEN1693",2,306,"Mandera",0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,5,1,2014-11-29,45900,26,310,"",1,1,1,2,1,9,2,4,1,3,4,5,0,1,0,0,0,0,0,0,0,0,0,0,3,3,4,5,5,4,0,0,2,1,1,1,3,0,0,0,0,0,0,0,1,2,0,0,1,2,3,9,3,2,2,2,1,0,1,1,0,3,2,9,3,"","","",9999,9996,9996,9,4,1,3,1,4,3,5,4,1,8,9,4,4,4,1,3,9,2,9,9,9,9,2,2,2,0,2,1,2,0,1,1,9,2,2,1,2,2,2,2,9,2,2,2,0,2,2,9,3,2,9,1,2,1,1,1,3,2,9,9,1,1,1,1,1,-1,2,0,7,7,7,7,7,7,7,7,7,7,7,7,"",0,0,1,"",4,"",17,"",1,0,0,1,1,1,1,1,1,8,7,6,1,1,1,1,1,2,3,3,1,1,1,2,1,1,2,1,3,3,9,9,4,4,9,9,9,9,9,1,0,"",0,7,7,7,7,7,9999,"",9996,"",1,2,1,4,1,9,9,2,"",3,2,4,4,6,4,1,5,5,5,2,9,9,9,9,5,1,5,1,4,4,4,3,3,310,"",2,2,1,1,1,4,2,0,9997,"",0,0,0,0,0,0,3,2,0,0,2,7,1,19,"",6,9997,"",4,49500,60,2,-1,"",310,"",2,4,4,1,1,0,0,0,2,2,2,2,2,2,2,"KEN03",23,2,2,310,8,0.431443878997394
"1694","KEN1694",2,306,"Mandera",0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,4,1,2014-11-29,50100,20,314,"Garre",1,1,2,3,3,4,1,3,0,2,2,4,0,0,0,0,0,3,0,0,0,0,1,1,3,3,4,1,4,4,0,0,1,1,1,1,3,0,0,1,0,0,0,0,0,0,0,0,7,7,3,2,3,2,3,3,1,0,1,0,0,5,2,2,1,"Freedom","","",1,9996,9996,3,4,4,1,1,4,4,1,4,4,3,3,5,5,5,1,1,0,2,0,1,0,3,3,3,3,0,2,1,2,0,2,1,3,3,3,0,3,2,2,2,9,2,3,3,0,1,1,9,3,3,3,1,2,2,1,0,2,2,9,9,0,0,1,2,7,7,7,7,4,1,7,7,4,1,7,7,0,7,7,8,"",0,0,3,"",27,"",9996,"",1,0,0,1,1,1,1,1,1,7,8,1,1,1,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,3,9,9,4,3,1,1,1,3,4,1,0,"",0,7,7,7,7,7,9999,"",9996,"",1,2,4,1,7,2,2,2,"",1,3,5,3,9,5,1,5,5,5,2,4,4,4,2,5,1,5,4,3,4,3,4,3,316,"Garre",1,3,5,5,1,5,1,1,9998,"",0,0,0,0,0,0,3,2,0,0,1,7,4,19,"",6,9998,"",1,52800,45,1,1,"",1,"",2,4,1,0,0,0,0,0,0,1,1,1,2,2,2,"KEN03",23,2,2,310,8,0.431443878997394
"1695","KEN1695",2,306,"Mandera",0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,7,1,2014-11-29,45060,41,310,"",1,1,2,2,2,3,2,3,3,1,3,3,0,1,1,0,0,3,0,0,0,0,0,0,2,2,2,2,3,3,2,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,7,7,3,1,1,1,1,1,0,0,0,1,1,2,2,2,2,"Freedom of worship","Freedom of speech","",1,1,9996,3,3,2,3,2,2,2,2,3,2,3,2,4,4,4,1,3,0,1,9,9,9,2,1,1,3,0,1,1,1,9,3,5,3,3,0,0,2,3,3,3,3,3,3,3,2,2,3,3,3,3,3,1,1,1,2,2,2,1,2,1,1,1,2,2,2,0,1,0,4,2,7,7,3,1,7,7,0,7,7,1,"",1,2,23,"",17,"",8,"",2,0,3,1,1,1,1,1,1,3,5,3,1,1,1,1,2,2,3,3,1,1,1,2,3,3,2,1,1,3,3,3,2,2,3,3,3,4,4,4,1,"",0,7,7,7,7,7,4,"",7,"",3,3,2,3,9,3,3,3,"",2,3,5,3,1,4,0,2,4,2,3,4,4,4,1,4,4,4,5,4,4,2,3,1,310,"",2,5,3,3,2,3,3,1,305,"",1,0,0,1,4,0,3,3,1,3,4,1,2,18,"",5,305,"",8,48540,58,2,1,"",4,"",2,4,1,0,0,0,0,0,0,1,1,1,1,2,1,"KEN04",34,1,2,303,9,0.431443878997394
"1696","KEN1696",2,306,"Mandera",0,0,0,1,0,1,1,1,0,0,1,0,1,1,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,7,1,2014-11-29,49200,41,310,"",1,2,2,3,2,3,1,1,1,0,1,7,0,2,1,0,0,4,4,4,0,0,2,2,3,3,3,2,1,4,2,2,2,2,2,1,3,1,0,1,0,0,0,1,0,1,1,0,2,1,3,2,2,3,3,3,2,1,2,0,1,1,1,1,1,"Freedom of choosing leaders","Freedom of expression and speech","",3,1,9996,3,4,1,4,1,1,1,1,4,1,3,2,5,5,5,1,2,2,2,2,2,2,3,1,1,1,1,0,2,1,1,2,2,2,3,2,1,2,2,2,1,1,1,2,1,2,1,3,2,2,2,3,1,1,1,1,1,2,1,2,1,1,1,2,2,2,0,2,0,3,1,7,7,3,1,7,7,0,7,7,4,"",1,1,3,"",8,"",23,"",1,1,3,2,2,2,2,2,4,7,5,4,1,1,1,1,1,1,1,1,2,1,1,2,2,1,2,2,2,2,2,3,3,3,3,3,1,3,4,1,0,"",0,7,7,7,7,7,7,"",18,"",3,3,1,4,2,1,1,3,"",2,1,3,3,1,4,1,4,1,4,2,4,4,4,1,4,4,1,3,4,4,1,2,4,310,"",2,5,3,3,2,3,3,1,302,"",1,1,0,1,4,0,3,2,1,3,7,3,5,18,"",5,302,"",8,52200,50,1,1,"",1,"",2,4,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN04",34,1,2,303,9,0.431443878997394
"1697","KEN1697",2,306,"Mandera",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,1,1,2014-11-29,54900,51,310,"",1,1,1,1,3,3,4,4,4,2,4,6,0,0,1,1,0,0,0,0,0,0,0,0,9,9,3,3,3,3,0,0,0,1,0,7,9,1,0,0,0,0,0,0,0,0,0,0,7,7,2,2,2,2,2,2,1,1,1,0,0,4,2,2,3,"","","",9999,9996,9996,9,2,2,2,9,3,9,2,3,9,9,9,9,4,9,2,3,9,9,9,9,9,9,9,9,9,9,1,9,9,2,2,9,9,9,9,9,9,9,9,9,9,9,9,9,9,2,9,9,9,9,9,2,9,9,9,9,9,9,9,9,9,9,9,9,7,7,7,7,7,7,7,7,7,7,7,7,7,7,7,9999,"",9,9,8,"",9,"",9996,"",1,9,9,9,9,9,9,9,9,4,8,9,9,9,9,9,9,9,9,9,9,1,9,9,9,9,9,9,9,3,9,9,9,9,3,3,3,9,9,9,9999,"",0,7,7,7,7,7,18,"",9996,"",9,9,9,9,9,9,9,9999,"",9,9,9,9,9,9999,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,9,1,310,"",9,5,9,9,9,9,9,0,9997,"",0,0,0,0,0,0,3,3,0,0,2,7,0,18,"",4,9999,"",8,57600,45,2,1,"",4,"",2,4,1,0,0,0,0,0,2,1,2,2,1,1,1,"KEN01",25,2,1,301,9,1.40503105331388
"1698","KEN1698",2,306,"Mandera",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,2,1,2,1,2014-11-29,58500,27,310,"",1,1,1,1,1,1,3,3,3,2,3,6,0,0,0,0,0,0,0,0,0,0,1,1,2,2,2,3,2,2,0,1,2,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0,7,7,3,1,3,3,3,3,2,1,1,0,1,2,2,2,2,"Elections in the country","","",3,9996,9996,3,3,2,2,2,3,2,2,3,2,4,2,4,4,4,2,2,2,2,2,2,2,2,1,1,0,1,1,3,1,1,2,1,2,2,2,1,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,1,3,0,4,0,4,1,7,7,7,7,7,7,0,7,7,4,"",0,0,2,"",23,"",16,"",1,1,4,2,2,2,2,2,5,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,9,3,3,1,2,4,1,0,"",0,7,7,7,7,7,14,"",9996,"",1,1,2,2,3,0,0,1,"",1,0,1,2,5,9999,1,5,2,5,1,4,4,4,1,1,1,9,3,5,4,1,2,1,310,"",3,3,2,2,1,3,3,1,302,"",1,0,0,1,1,0,3,2,0,1,0,7,2,18,"",6,302,"",1,61500,50,1,1,"",4,"",2,1,2,0,0,0,0,0,1,1,2,2,2,2,2,"KEN01",25,2,1,301,9,1.40503105331388
"1699","KEN1699",2,306,"Mandera",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,9997,"",9997,"",9997,9997,9997,9997,9997,1,2,2,1,2014-11-29,58500,25,310,"",1,1,1,1,2,1,2,2,3,0,3,3,0,2,1,1,0,3,0,0,0,0,1,1,3,3,3,2,4,3,2,1,1,1,1,1,4,0,0,0,0,0,0,0,0,0,0,0,7,7,3,2,2,2,3,2,1,0,1,0,1,1,1,1,2,"Free movement","","",1,9996,9996,1,3,2,3,2,2,1,2,4,1,2,2,5,5,5,3,2,2,2,2,2,2,3,2,2,2,1,1,2,1,2,3,4,3,2,1,0,2,2,2,2,2,3,3,2,3,1,2,3,3,3,3,1,1,1,2,2,2,2,2,1,1,1,1,1,2,0,2,0,4,2,7,7,7,7,7,7,0,7,7,1,"",2,2,9,"",14,"",23,"",1,1,3,2,2,1,2,2,4,1,3,1,1,1,2,2,2,1,2,2,1,1,1,1,1,1,2,2,2,2,2,2,3,3,3,3,3,4,4,4,3,"",0,7,7,7,7,7,18,"",9996,"",3,3,2,3,9,1,1,1,"",2,3,4,5,2,4,1,4,3,4,2,4,4,4,1,4,4,2,2,4,4,2,2,2,310,"",2,5,3,3,2,3,3,1,308,"",1,1,0,1,4,0,3,3,1,3,4,1,4,18,"",6,308,"",8,61500,50,2,1,"",4,"",2,1,4,0,0,0,0,0,0,1,1,1,1,1,1,"KEN02",53,1,2,310,6,1.40503105331388
