,URBRUR,REGION,AGE,edu_attainment,occupation,gender,length_withoutfood,length_withoutcleanh20,length_withoutmeds,length_withoutfuel,length_withoutcash,frequency_sansfood,living_conditions,remittances,compare_conditions,econ_conditions,Qwelfare
1105,1,303,36,3,0,1,0,0,0,0,3,4,2,5,2,4,0.25
1106,1,303,24,8,0,2,0,0,0,0,4,2,2,0,2,2,0.25
1107,1,303,35,12,1,1,0,0,0,0,2,3,4,0,3,3,0.75
1108,1,303,59,3,0,1,0,0,0,0,0,7,3,0,2,4,0.25
1109,1,303,18,12,1,2,0,0,0,0,0,7,4,5,4,4,0.75
1110,1,303,49,5,0,2,0,0,1,2,2,3,3,0,2,4,0.5
1111,1,303,24,12,0,1,2,2,1,1,2,3,2,0,2,3,0.5
1112,1,303,33,5,1,1,0,0,0,0,2,5,4,0,3,2,0.5
1113,1,303,25,12,0,1,0,0,0,0,1,7,3,0,3,2,0.25
1114,1,303,24,12,0,2,0,0,0,0,2,3,3,0,3,2,0.75
1115,1,303,40,12,0,1,1,0,1,0,3,3,3,1,3,2,0.75
1116,1,303,43,5,0,2,0,1,2,0,2,4,4,2,4,4,0.25
1117,1,303,32,14,1,1,0,1,2,0,2,3,2,0,4,3,0.25
1118,1,303,45,12,1,2,0,0,0,1,2,5,4,0,2,4,0.25
1119,1,303,41,12,1,1,1,2,0,1,2,2,4,0,9,4,0.5
1120,1,303,33,14,1,1,0,0,1,0,2,3,3,0,3,2,0
1121,1,303,27,12,0,2,0,1,0,0,2,3,3,0,4,2,0.25
1122,1,303,28,14,0,2,0,0,0,0,0,7,4,0,4,4,0.5
1123,1,303,22,14,0,2,1,0,2,0,2,3,2,3,4,3,0.5
1124,1,303,27,12,0,1,0,0,1,0,2,4,4,0,4,3,0.25
1125,1,303,27,8,1,2,1,2,2,0,2,5,2,0,4,1,0
1126,1,303,19,12,1,1,1,0,0,2,2,5,2,0,2,1,0.5
1127,1,303,32,5,0,2,2,0,0,0,2,3,3,0,2,4,0.5
1128,1,303,32,5,0,2,3,0,1,0,3,5,1,0,2,1,0.5
1129,1,303,24,12,0,1,0,0,0,0,0,7,4,0,4,4,0.5
1130,1,303,32,12,0,1,0,0,1,0,2,3,4,0,4,3,0.5
1131,1,303,31,5,0,2,0,0,0,0,2,3,2,0,4,3,0
1132,1,303,28,3,0,1,2,3,2,2,3,5,1,0,1,2,0.25
1133,1,303,29,0,1,2,3,3,3,3,4,5,1,0,1,1,0.75
1134,2,303,25,3,0,2,2,1,0,0,3,3,2,0,3,3,0.25
1135,2,303,30,5,0,1,0,1,0,0,2,5,4,0,3,2,0.5
1136,2,303,29,0,0,2,0,0,0,0,0,7,5,0,3,3,0
1137,2,303,77,3,0,1,2,0,0,0,2,2,4,0,3,3,0.5
1138,2,303,24,5,0,2,1,2,2,0,2,4,2,0,3,4,0
1139,2,303,37,8,0,1,1,2,3,0,3,2,4,0,3,3,0
1140,2,303,35,5,0,1,0,2,2,1,2,3,2,0,2,2,0
1141,2,303,27,3,0,2,2,3,2,1,3,4,2,0,2,3,0.5
1142,2,303,28,8,0,1,0,2,0,0,3,3,2,0,2,1,0.5
1143,2,303,39,12,0,2,0,2,0,0,3,5,1,0,1,2,0
1144,2,303,38,3,0,2,2,1,1,0,3,1,4,0,2,2,0
1145,2,303,48,8,0,1,0,0,0,0,2,1,3,0,2,4,0.75
1146,2,303,44,12,0,1,0,0,1,0,3,4,2,0,2,3,0
1147,2,303,40,3,0,2,0,0,2,0,3,3,3,2,2,1,0.5
1148,2,303,31,3,0,1,0,0,0,0,2,5,2,0,2,4,0
1149,2,303,25,12,0,2,0,2,0,0,2,3,3,0,3,4,0.75
1150,2,303,31,14,1,1,0,2,3,0,3,3,3,0,2,2,0.5
1151,2,303,35,5,0,2,0,0,1,0,3,3,3,0,3,2,0.5
1152,2,303,25,3,0,2,0,0,0,0,0,7,3,0,2,2,0
1153,2,303,48,8,0,1,0,0,0,0,0,7,4,5,4,4,0.5
1154,2,303,29,12,0,1,1,0,1,0,2,3,3,0,3,3,0
1155,2,303,37,3,0,2,2,0,2,0,3,4,1,0,1,3,0
1156,2,303,31,14,1,2,2,2,2,2,3,3,4,0,1,4,0.5
1157,2,303,37,3,0,1,2,3,2,2,4,5,1,0,1,3,0
1158,1,303,34,14,0,1,0,0,1,0,3,5,1,0,1,1,0
1159,1,303,23,3,0,2,0,1,2,1,3,5,3,0,3,1,0.5
1160,1,303,26,12,0,1,0,0,2,0,3,3,2,3,2,3,0.5
1161,1,303,36,3,0,2,0,0,0,0,0,7,5,0,4,2,0.5
1162,1,303,30,5,0,2,0,0,2,0,3,4,3,0,4,4,0.5
1163,1,303,31,14,0,1,0,1,1,0,3,3,2,0,3,4,0.5
1164,1,303,27,3,0,2,1,2,1,0,2,4,2,0,2,4,0.5
1165,1,303,37,8,0,1,0,0,2,0,3,4,2,0,2,4,0
1166,2,303,42,12,0,1,0,0,2,0,1,3,4,0,4,2,0.75
1167,2,303,33,12,0,2,0,0,0,0,1,7,4,0,4,2,0.5
1168,2,303,35,15,0,1,0,0,0,0,2,3,4,0,2,1,0.5
1169,2,303,40,12,1,2,0,0,2,0,2,3,4,0,4,4,0
1170,2,303,40,14,0,2,0,0,1,0,2,4,4,0,4,3,0
1171,2,303,26,12,0,1,0,0,1,0,2,4,2,4,4,4,0.5
1172,2,303,23,12,1,2,1,3,3,0,3,5,2,0,2,1,0
1173,2,303,36,12,0,1,1,3,2,1,3,5,3,0,3,2,0
1174,2,303,30,8,0,2,0,2,2,0,3,5,4,0,4,2,0
1175,2,303,52,12,0,1,0,0,0,0,0,7,1,0,1,1,0
1176,2,303,37,14,0,1,1,3,2,0,3,3,4,0,4,3,0.75
1177,2,303,27,12,0,2,0,2,3,0,3,3,4,0,3,4,0
1178,2,303,42,8,0,1,3,2,0,3,3,1,3,2,2,1,0.5
1179,2,303,30,12,0,2,0,0,0,0,1,7,3,0,3,2,0
1180,2,303,27,12,0,1,0,0,0,0,1,7,4,0,4,1,0.5
1181,2,303,50,0,0,2,0,1,0,0,0,7,3,0,2,1,0.5
1182,2,303,38,14,1,1,0,0,0,0,0,7,4,0,3,4,0
1183,2,303,43,5,0,2,0,2,2,0,3,4,3,0,4,3,0
1184,2,303,30,12,0,1,0,1,2,0,3,3,2,0,2,3,0
1185,2,303,30,12,1,2,0,3,3,0,3,3,2,0,2,2,0.5
1186,2,303,34,16,1,1,0,2,3,1,3,5,3,1,3,4,0
1187,2,303,25,3,0,2,1,1,0,0,3,4,2,4,9,3,0
1188,2,303,43,5,0,1,1,1,1,1,4,4,1,0,2,1,0
1189,2,303,43,3,0,2,1,1,2,1,1,4,4,0,4,3,0.75
1190,2,303,35,5,0,1,1,1,2,1,1,3,4,0,3,4,0.75
1191,2,303,42,0,0,1,1,1,2,0,0,2,4,3,3,3,0.75
1192,2,303,46,3,0,2,2,2,1,1,2,1,2,0,2,2,0
1193,2,303,42,12,0,1,0,2,2,0,4,5,3,0,2,4,0.5
1194,2,303,35,0,0,2,0,2,2,0,3,5,4,0,3,4,0.5
1195,2,303,32,5,0,2,1,1,1,0,4,4,1,5,2,1,0
1196,2,303,37,5,0,1,1,1,1,0,4,4,1,5,1,1,0
1197,2,303,63,0,0,1,1,1,0,0,3,4,2,0,3,3,0
1198,2,303,28,3,0,1,1,1,1,0,2,2,3,0,1,2,0
1199,2,303,56,3,0,2,1,1,1,0,2,2,2,0,2,2,0.75
1200,2,303,42,5,0,2,2,2,1,0,3,5,2,0,2,2,0
1201,2,303,20,5,1,1,0,0,1,0,3,4,4,0,3,2,0
1202,2,303,47,3,0,2,2,2,1,0,4,3,2,0,2,2,0.5
1203,2,303,30,3,0,1,1,2,1,0,4,3,2,0,2,2,0
1204,2,303,29,5,0,1,0,2,3,0,2,4,2,0,2,2,0
1205,2,303,32,12,0,1,2,0,1,0,1,2,2,0,2,2,0
1206,2,303,45,3,0,2,2,2,1,0,2,2,2,0,3,3,0
1207,2,303,52,3,0,2,2,3,2,0,4,6,1,0,1,2,0
1208,2,303,52,8,1,1,1,2,2,0,3,5,3,0,4,4,0.5
1209,2,303,50,0,0,2,2,2,2,0,4,5,1,0,1,1,0.5
1210,2,303,25,5,0,1,1,2,2,1,2,4,2,0,3,4,0.5
1211,2,303,22,0,0,1,2,1,1,1,3,3,1,1,1,1,0.5
1212,2,303,19,3,0,2,2,1,1,0,2,2,2,0,2,2,0.75
1213,2,303,39,3,0,1,2,2,2,1,4,5,1,0,1,1,0.5
1214,2,303,35,3,0,1,2,0,0,0,3,5,1,0,3,2,0.5
1215,2,303,29,5,0,1,3,1,2,1,3,5,1,0,2,2,0
1216,2,303,25,0,0,2,2,0,2,0,2,2,2,0,1,2,0.5
1217,2,303,31,8,1,2,3,3,2,1,4,6,1,0,1,1,0.5
1218,2,303,47,0,0,1,3,1,0,0,4,6,1,0,2,4,0.5
1219,1,303,65,0,0,2,1,2,1,1,4,3,1,0,1,1,0.75
1220,1,303,34,14,0,1,2,2,1,0,4,3,1,0,1,1,0.75
1221,1,303,48,5,0,2,1,2,2,1,3,3,2,0,3,3,0.25
1222,1,303,24,3,0,1,2,2,2,2,3,5,4,0,3,3,0.5
1223,1,303,29,12,0,1,2,2,1,1,2,1,2,0,2,2,0.5
1224,1,303,43,14,1,2,2,1,1,1,3,3,2,0,3,2,0.5
1225,1,303,39,3,0,1,2,3,3,2,4,6,2,0,2,1,0
1226,1,303,33,5,0,2,2,3,2,0,4,5,3,0,3,2,0
1227,2,303,38,0,0,2,2,1,2,0,2,3,1,0,1,2,0.5
1228,2,303,27,0,0,1,2,1,2,0,2,2,2,0,3,2,0
1229,2,303,52,3,0,1,1,0,0,0,2,5,2,0,3,4,0.5
1230,2,303,51,0,0,2,2,0,2,0,2,4,2,0,4,2,0.75
1231,2,303,46,3,0,1,2,0,2,0,3,5,3,0,2,5,0.5
1232,2,303,31,5,0,2,2,0,2,1,3,5,1,0,1,1,0.75
1233,2,303,29,0,0,2,1,2,1,1,2,4,2,0,3,2,0
1234,2,303,24,0,0,1,1,1,2,1,2,4,4,0,2,2,0.25
1235,2,303,27,3,1,1,2,1,1,0,2,3,2,0,2,2,0
1236,2,303,23,0,0,2,2,2,1,1,3,1,1,0,1,2,0
1237,2,303,60,0,0,2,1,0,0,0,3,5,1,0,4,4,0.75
1238,2,303,24,3,0,1,2,2,1,0,4,6,2,0,1,2,0.75
1239,2,303,45,3,0,1,2,1,2,0,4,5,1,0,2,2,0.5
1240,2,303,40,0,0,2,2,1,1,0,4,5,1,0,1,1,0.5
1241,2,303,26,0,0,2,2,2,3,1,2,5,2,0,3,4,0.75
1242,2,303,24,3,0,1,2,3,3,2,4,6,1,0,3,4,0
1243,2,303,30,0,0,2,2,2,2,0,2,1,3,5,2,3,0.5
1244,2,303,28,3,0,1,2,1,2,0,2,3,1,0,2,2,0.5
1245,2,303,22,0,0,2,3,2,1,0,4,6,2,0,2,4,0.5
1246,2,303,35,0,0,1,2,1,1,0,3,6,2,0,2,2,0
1247,1,307,58,5,0,2,3,2,2,1,4,5,1,0,1,3,0
1248,1,307,35,8,0,1,0,0,0,0,0,7,2,1,3,4,0
1249,1,307,26,12,0,2,0,0,0,0,2,4,4,0,3,2,0.75
1250,1,307,33,12,0,1,0,1,1,0,1,7,4,0,4,1,0
1251,1,307,43,8,0,1,1,3,3,2,3,4,1,0,2,1,0.5
1252,1,307,45,8,0,2,0,0,0,0,0,7,1,0,3,3,0.5
1253,1,307,31,5,0,1,3,0,1,2,2,3,1,0,2,4,0.5
1254,1,307,33,14,0,2,0,0,0,0,0,7,1,0,3,1,0.5
1255,1,307,45,16,1,1,0,0,0,0,0,7,1,4,2,1,0.5
1256,1,307,44,12,0,1,0,0,0,0,0,7,4,0,4,1,0.5
1257,1,307,28,14,1,1,1,1,1,1,3,3,4,0,3,3,0.5
1258,1,307,21,12,0,1,0,0,0,0,0,7,4,0,2,2,0.5
1259,1,307,49,5,0,2,2,2,1,0,2,4,1,0,2,1,0.75
1260,1,307,34,12,1,1,1,1,1,0,2,3,1,0,3,2,0.5
1261,1,307,34,12,0,2,0,0,0,0,0,7,3,0,3,2,0.75
1262,1,307,22,14,1,1,0,0,0,0,0,7,4,0,3,2,0.5
1263,1,307,33,14,1,1,2,0,1,2,2,3,1,0,3,2,0.25
1264,1,307,27,12,1,2,0,0,0,0,0,7,3,0,3,2,0.75
1265,1,307,33,14,1,2,0,0,0,1,2,3,1,0,3,5,0.75
1266,1,307,26,14,1,2,0,0,0,0,0,7,4,0,5,2,0
1267,1,307,26,12,1,1,0,0,0,0,0,7,4,0,3,3,0.75
1268,1,307,27,16,1,2,2,3,2,2,3,4,3,0,3,2,0.75
1269,1,307,34,5,1,1,0,2,0,1,3,3,3,3,3,2,0.75
1270,1,307,38,14,1,1,0,0,0,0,0,7,1,0,2,2,0.75
1271,1,307,28,14,1,2,0,0,0,0,0,7,2,0,4,2,0.75
1272,1,307,40,12,1,1,2,2,2,1,3,3,1,0,3,2,0.75
1273,1,307,30,5,1,1,0,0,0,0,1,7,3,0,3,1,0.75
1274,1,307,24,12,0,2,0,0,0,0,0,7,2,0,3,3,0.25
1275,1,307,40,12,1,1,1,1,2,1,3,4,4,1,3,3,0.75
1276,1,307,32,14,1,2,2,1,2,1,2,4,4,0,3,3,0.25
1277,1,307,26,12,0,1,0,0,0,0,2,1,3,0,4,2,0.75
1278,1,307,42,3,0,2,0,0,0,0,0,7,1,0,2,2,0.25
1279,1,307,39,16,1,2,0,0,0,0,0,7,2,4,3,2,0.75
1280,1,307,26,12,0,1,0,0,0,0,0,7,1,4,4,1,0
1281,1,307,19,12,1,2,0,0,0,0,0,7,4,0,3,3,0
1282,1,307,32,12,1,1,0,0,0,0,0,7,4,0,4,1,0.5
1283,1,307,34,14,1,2,1,1,0,0,1,7,4,3,3,4,0.5
1284,1,307,33,14,1,1,0,0,0,0,2,2,4,0,4,4,0.25
1285,1,307,31,16,1,2,0,0,0,0,0,7,4,4,4,3,0.25
1286,1,307,28,15,1,1,0,0,0,0,0,7,1,4,4,2,0.25
1287,1,307,45,14,1,1,2,2,1,1,2,5,1,0,3,1,0.25
1288,1,307,51,0,0,2,3,2,2,1,3,5,1,0,1,1,0.75
1289,1,307,32,3,1,2,1,2,1,0,2,3,2,0,2,1,0
1290,1,307,60,12,1,1,0,0,0,0,0,7,1,0,4,2,0.75
1291,1,307,27,14,1,1,2,2,2,2,2,4,2,0,3,4,0.5
1292,1,307,36,12,1,2,3,2,0,0,3,3,1,0,2,1,0
1293,1,307,33,12,0,1,3,2,2,3,3,3,1,0,2,1,0.25
1294,1,307,41,15,0,1,1,2,0,0,2,3,1,0,2,1,0.5
1295,1,307,32,12,0,2,2,2,1,0,2,5,1,0,2,1,0.5
1296,1,307,29,5,0,2,1,1,1,0,2,5,3,0,4,1,0.5
1297,1,307,38,12,1,1,0,1,0,0,0,7,4,0,2,1,0.75
1298,1,307,29,5,0,2,2,2,1,1,3,4,2,0,2,2,0
1299,1,307,44,8,0,1,1,2,1,2,2,4,4,0,3,3,0.5
1300,1,307,43,8,0,1,2,0,0,1,2,3,1,0,3,2,0.75
1301,1,307,38,14,1,1,1,3,1,1,3,3,1,0,3,1,0
1302,1,307,30,12,0,2,2,2,1,0,2,3,1,0,2,1,0.5
1303,1,307,60,3,0,2,0,0,0,0,0,7,4,0,3,4,0.5
1304,1,307,40,5,1,1,1,1,1,0,0,7,2,5,1,1,0.25
1305,1,307,60,3,0,2,2,2,2,1,3,4,2,1,3,4,0.25
1306,1,307,70,3,0,1,1,3,2,1,3,4,3,0,3,3,0.75
1307,1,307,41,12,1,1,0,0,0,0,0,7,1,0,4,1,0.25
1308,2,307,37,5,0,2,0,0,0,0,0,7,1,0,1,3,0.25
1309,2,307,18,5,0,1,1,2,3,0,2,1,1,0,1,2,0.25
1310,2,307,19,8,1,2,0,0,0,0,0,7,2,0,3,2,0.25
1311,2,307,22,12,1,1,0,0,0,0,0,7,5,0,5,1,0
1312,2,307,26,3,0,2,1,0,0,0,0,7,2,0,2,2,0.25
1313,2,307,32,12,1,1,3,0,2,0,3,3,1,0,1,2,0
1314,2,307,52,3,0,2,3,0,2,0,3,1,1,0,1,1,0
1315,2,307,35,5,0,2,2,0,2,0,3,5,2,0,1,1,0
1316,2,307,38,5,1,1,3,0,1,1,3,3,2,0,3,2,0.25
1317,2,307,35,5,0,1,2,1,3,1,3,4,2,0,2,2,0
1318,2,307,29,3,0,2,2,1,3,1,3,5,1,0,2,1,0.75
1319,1,307,40,15,1,1,1,1,0,0,3,3,1,0,1,1,0
1320,1,307,40,8,1,1,0,0,0,0,0,7,4,0,5,2,0
1321,1,307,27,14,1,2,0,0,0,0,0,7,4,3,3,3,0
1322,1,307,34,12,0,1,0,0,0,0,0,7,2,0,3,4,0.75
1323,1,307,28,3,0,1,2,0,1,0,2,3,1,0,3,2,0.5
1324,2,307,37,5,0,1,3,3,3,1,3,5,1,0,2,1,0
1325,2,307,24,5,1,1,1,1,0,0,3,3,1,0,1,2,0
1326,2,307,39,3,0,2,2,2,2,1,2,4,1,0,1,2,0
1327,2,307,81,3,1,1,3,4,2,0,2,3,1,0,2,1,0
1328,2,307,28,12,1,1,0,0,1,1,1,7,2,0,2,1,0
1329,2,307,83,3,1,1,2,3,3,1,3,6,2,0,3,3,0
1330,2,307,37,5,0,1,2,2,1,2,3,3,1,0,2,2,0.5
1331,1,307,47,14,1,2,3,2,1,0,1,1,3,0,1,1,0
1332,1,307,30,14,0,1,0,0,0,0,0,7,1,0,3,2,0.5
1333,1,307,26,5,0,2,0,0,0,0,0,7,4,0,4,1,0
1334,1,307,32,12,0,1,0,0,0,0,0,7,4,0,3,2,0
1335,1,307,43,14,1,1,1,1,2,1,3,4,3,0,3,2,0.5
1336,1,307,36,3,0,2,0,0,0,0,2,4,4,0,3,2,0.5
1337,1,307,33,12,1,2,0,0,0,0,0,7,1,0,2,1,0.5
1338,1,307,32,12,0,1,0,0,0,0,0,7,1,0,2,2,0
1339,2,307,42,3,0,1,3,2,1,0,2,3,1,0,2,1,0.5
1340,2,307,35,5,0,2,3,2,2,0,2,3,1,0,2,1,0
1341,2,307,39,8,0,1,3,2,2,0,3,3,1,0,1,1,0
1342,2,307,36,3,0,2,2,3,2,1,3,1,1,0,2,1,0.5
1343,2,307,40,0,0,2,2,2,2,1,4,6,1,0,1,2,0.75
1344,2,307,43,8,0,1,2,2,3,1,4,5,2,0,2,2,0
1345,2,307,25,8,1,1,0,0,0,0,0,7,1,0,2,2,0.25
1346,2,307,29,3,0,2,3,2,2,2,3,3,1,0,2,1,0
1347,2,307,50,3,0,2,1,1,2,1,3,3,1,0,2,1,0.25
1348,2,307,31,5,0,1,2,2,2,1,3,4,1,0,3,2,0.25
1349,2,307,42,5,0,1,3,1,1,0,3,3,2,0,2,2,0.5
1350,2,307,26,5,1,2,1,1,1,1,2,3,2,0,2,1,0
1351,2,307,41,5,0,1,2,2,1,1,4,5,2,0,2,2,0
1352,2,307,32,8,0,1,2,1,0,1,2,3,2,0,3,2,0
1353,2,307,39,14,0,1,1,2,1,0,3,3,1,0,3,1,0.25
1354,2,307,33,3,0,1,1,1,0,0,0,7,2,0,3,1,0.5
1355,2,307,30,5,0,2,2,1,1,1,3,5,2,0,2,1,0
1356,2,307,29,3,0,1,2,3,3,0,3,5,2,0,2,1,0
1357,2,307,42,8,0,2,2,1,2,1,3,5,2,0,2,2,0
1358,2,307,38,3,0,1,3,2,2,2,3,3,1,0,1,1,0.75
1359,2,307,33,12,0,2,3,3,3,1,3,5,1,0,1,2,0.75
1360,2,307,61,0,0,1,2,0,0,1,2,1,1,0,2,1,0.5
1361,2,307,32,0,0,2,1,0,0,0,0,7,4,5,3,3,0.5
1362,2,307,20,5,1,1,0,0,0,0,0,7,4,0,3,2,0.5
1363,2,307,57,8,1,2,2,2,2,1,4,6,3,0,2,3,0.75
1364,2,307,32,5,0,1,3,2,1,2,3,2,1,0,3,3,0
1365,2,307,51,3,0,2,2,0,0,0,3,2,1,0,2,1,0.75
1366,2,307,21,5,1,1,1,0,0,0,2,5,1,5,2,4,0.5
1367,2,307,36,3,1,2,0,0,1,0,1,7,3,0,9,3,0
1368,2,307,23,3,0,2,1,2,2,0,2,3,2,0,4,1,0.5
1369,2,307,32,16,1,1,1,3,2,2,3,3,4,0,4,1,0.5
1370,2,307,44,16,1,2,0,0,2,0,4,4,2,0,3,2,0
1371,2,307,54,5,0,2,0,0,2,0,0,3,2,0,4,4,0
1372,2,307,60,0,0,2,0,0,0,0,0,7,4,0,3,5,0
1373,2,307,42,12,0,1,0,0,0,0,0,7,3,0,2,5,0.5
1374,2,307,25,5,1,1,2,2,0,0,3,3,3,0,3,1,0.5
1375,2,307,28,5,0,2,0,0,0,0,0,7,3,0,3,9,0
1376,2,307,22,5,1,2,0,0,2,0,2,3,3,0,3,4,0.5
1377,2,307,26,12,1,2,0,0,0,0,0,7,3,0,2,2,0.5
1378,2,307,47,12,1,1,0,0,0,0,0,7,4,0,4,2,0
1379,1,307,37,12,1,2,1,1,0,0,2,3,1,0,3,1,0.5
1380,1,307,40,14,1,1,1,1,2,1,2,3,1,0,2,1,0.25
1381,1,307,27,14,0,1,0,0,0,0,0,7,4,0,3,3,0
1382,1,307,34,12,1,2,2,1,2,2,3,5,2,0,2,2,0
1383,1,307,35,14,1,2,0,0,0,0,0,7,2,0,3,2,0.25
1384,1,307,31,14,1,1,0,0,0,0,0,7,1,4,4,1,0
1385,2,307,40,14,1,2,0,0,0,0,0,7,1,1,3,1,0.25
1386,2,307,23,12,0,1,2,0,0,1,2,5,3,0,4,1,0.5
1387,2,307,18,5,0,1,0,0,0,0,2,3,3,0,2,4,0
1388,2,307,27,12,0,2,0,0,0,0,0,7,4,0,3,2,0
1389,2,307,25,12,1,2,0,0,1,0,2,3,4,0,2,2,0
1390,2,307,47,12,1,1,0,0,0,0,0,7,4,0,3,2,0
1391,2,307,57,12,1,2,0,0,0,0,0,7,2,0,3,4,0
1392,2,307,25,3,0,2,0,4,0,0,3,1,3,0,3,3,0
1393,2,307,67,0,0,1,0,2,0,0,1,5,3,0,3,3,0.75
1394,2,307,18,5,1,2,0,0,0,1,1,7,4,3,3,4,0
1395,2,307,32,14,1,1,2,3,3,3,3,3,2,1,3,2,0.75
1396,2,307,60,0,0,2,3,4,4,2,4,5,2,0,1,4,0.5
1397,2,307,39,8,0,1,2,1,1,0,2,3,1,0,2,1,0
1398,2,307,51,3,0,2,1,1,2,0,1,1,3,0,4,1,0
1399,2,307,32,12,0,2,0,0,0,0,0,7,4,0,4,3,0
1400,2,307,40,14,0,1,0,0,0,0,0,7,4,0,3,3,0.5
1401,2,307,65,8,1,1,0,1,2,1,1,3,2,0,3,4,0.5
1402,2,307,30,5,0,2,2,2,2,1,2,4,2,0,3,3,0.25
1403,2,307,57,3,1,1,2,1,0,0,2,3,1,0,2,1,0.5
1404,2,307,20,0,0,2,4,4,4,1,4,6,1,0,1,3,0.5
1405,2,307,21,0,0,1,3,4,3,1,4,6,1,0,1,1,0.5
1406,2,307,56,1,0,1,2,0,3,0,3,5,2,0,4,3,0.25
1407,2,307,39,3,0,2,3,0,2,0,3,5,3,0,2,4,0.5
1408,2,307,20,0,0,2,3,4,2,0,4,5,1,0,3,2,0.25
1409,2,307,26,0,0,2,3,3,3,0,3,3,1,0,1,2,0.25
1410,2,306,26,1,0,2,3,2,2,0,3,5,1,0,2,2,0
1411,2,306,47,15,1,1,3,4,3,1,4,6,1,0,1,1,0.75
1412,2,306,21,12,1,1,0,2,0,0,3,3,3,0,3,3,0.5
1413,2,306,25,14,1,2,1,3,1,2,2,5,1,0,2,3,0.5
1414,2,306,32,3,0,1,1,3,1,2,2,5,1,0,3,2,0.5
1415,2,306,27,3,0,2,3,3,2,0,3,5,1,0,2,1,0
1416,2,306,32,14,1,1,1,4,0,0,1,-1,2,0,2,2,0.5
1417,2,306,30,3,0,2,2,4,2,1,4,6,3,0,3,3,0
1418,2,306,39,1,0,2,0,2,0,0,2,5,3,0,3,4,0
1419,2,306,32,5,1,1,0,2,0,0,2,3,3,0,3,4,0
1420,2,306,26,1,0,2,2,4,1,3,4,5,1,0,2,1,0
1421,2,306,41,3,0,2,2,3,3,1,3,3,2,0,2,2,0
1422,2,306,41,12,1,1,1,1,1,0,1,7,2,0,3,2,0
1423,2,306,51,0,0,2,4,4,4,2,4,6,1,0,1,3,0.5
1424,2,306,25,8,0,2,2,2,3,0,3,3,1,0,1,2,0.5
1425,2,306,28,1,0,1,0,2,1,1,2,5,3,0,4,4,0
1426,2,306,24,8,1,2,1,4,0,2,2,6,1,0,1,1,0
1427,2,306,27,14,0,1,0,0,0,0,0,7,1,0,2,3,0
1428,2,306,28,0,0,2,3,3,2,0,2,3,1,0,3,2,0
1429,2,306,39,12,0,1,2,3,2,0,2,5,2,0,2,2,0
1430,2,306,26,0,0,2,4,4,4,1,4,6,1,0,3,2,0
1431,2,306,22,3,0,1,0,2,1,1,3,5,4,3,3,3,0
1432,2,306,37,5,0,1,0,2,0,0,2,3,3,0,4,4,0
1433,2,306,34,1,0,2,0,2,0,0,3,3,3,0,3,4,0
1434,2,306,30,8,0,2,0,2,1,1,2,5,2,0,2,3,0.5
1435,2,306,31,0,0,2,2,2,2,1,3,5,1,0,2,1,0.5
1436,2,306,29,14,1,1,1,3,1,0,2,2,2,5,3,3,0.5
1437,2,306,30,3,1,2,2,2,2,1,3,5,2,0,4,2,0.5
1438,2,306,20,5,1,2,0,2,0,0,3,3,3,0,3,4,0
1439,2,306,32,1,0,2,2,3,1,1,2,5,1,0,1,1,0.25
1440,2,306,35,14,1,1,0,2,0,1,2,5,2,0,2,2,0.25
1441,2,306,36,12,0,1,2,4,2,0,2,4,1,0,1,1,0
1442,2,306,21,0,0,2,2,4,3,0,2,5,2,0,3,2,0.75
1443,2,306,23,1,0,2,2,4,2,1,3,6,1,0,2,3,0.75
1444,2,306,34,12,1,1,0,2,0,0,3,3,4,0,4,4,0.5
1445,2,306,28,3,0,2,0,2,0,0,3,5,4,0,3,4,0.5
1446,2,306,27,8,0,2,0,3,1,1,2,5,3,0,3,3,0.5
1447,2,306,31,0,0,2,3,3,3,0,3,5,1,0,1,1,0.5
1448,2,306,25,3,0,2,2,4,1,1,4,6,2,0,4,2,0.25
1449,2,306,25,14,1,1,4,4,4,1,4,6,1,0,1,2,0
1450,2,306,48,1,0,1,0,2,0,0,3,5,3,0,3,2,0.25
1451,2,306,37,1,0,2,0,2,0,0,3,5,3,0,4,4,0.25
1452,2,306,37,0,0,2,3,3,2,1,4,6,1,0,1,1,0
1453,2,306,50,1,0,1,3,2,2,1,4,6,1,0,2,3,0.25
1454,2,306,31,0,0,2,2,0,2,0,3,4,1,0,3,1,0.25
1455,2,306,26,14,1,1,0,4,0,0,2,3,2,0,1,1,0
1456,2,306,42,0,0,2,4,4,4,2,4,6,1,0,1,3,0
1457,2,306,38,1,0,2,0,2,0,0,3,3,4,0,3,4,0
1458,2,306,28,5,0,1,1,2,2,2,3,5,1,0,2,2,0
1459,2,306,28,0,0,2,4,2,1,0,4,6,1,0,1,2,0
1460,2,306,24,0,0,1,3,2,1,0,4,6,1,0,2,3,0.25
1461,2,306,27,0,0,2,2,2,3,0,3,3,1,0,2,2,0
1462,2,306,31,5,1,1,0,3,1,0,2,4,2,0,2,1,0
1463,1,306,33,14,1,1,3,3,4,-1,4,6,2,2,2,3,0
1464,1,306,28,12,1,1,0,3,0,0,2,3,3,0,3,3,0.25
1465,1,306,71,1,0,2,0,0,0,0,3,5,4,0,3,4,0.5
1466,1,306,27,14,0,2,0,0,2,3,3,3,3,0,2,3,0
1467,1,306,35,1,0,1,1,0,1,3,3,5,1,0,2,3,0
