"","RESPNO","URBRUR","PROVINCE","DISTRICT","HHOLDSE1","HHOLDSE2","HHOLDSE3","HHOLDSE4","HHOLDSE5","HHOLDSE6","HHOLDSE7","PREVINT","CURRINT","CALLS","DATEINTR","STRTIME","Q1","Q2","Q3","Q4A","Q4B","Q5","Q6A","Q6B","Q7A","Q7B","Q8A","Q8B","Q8C","Q8D","Q8E","Q8F","Q9A","Q9B","Q9C","Q10","Q11","Q12","Q13","Q14A","Q14B","Q14C","Q15A","Q15B","Q15C","Q16","Q17","Q18A","Q18B","Q19","Q20","Q21","Q22","Q23","Q24","Q25","Q26","Q27","Q28A","Q28B","Q28C","Q28D","Q29","Q30","Q31A","Q31B","Q31C","Q32A","Q32A_KEN","Q32B","Q32C","Q32D","Q32E","Q32F","Q32G","Q33","Q34","Q35A","Q35PT1","Q35B","Q35PT2","Q35C","Q35PT3","Q36A","Q36B","Q36C","Q37","Q38","Q39","Q40","Q41","Q42","Q43A1","Q43A2","Q43B1","Q43B2","Q43C1","Q43C2","Q44A1","Q44A2","Q44B1","Q44B2","Q44C1","Q44C2","Q45","Q46","Q47","Q48","Q49","Q50","Q51","Q52A","Q52B","Q52C","Q52D","Q53A","Q53B","Q53C","Q53D","Q54A","Q54B","Q54C","Q54D","Q54E","Q54F","Q54G","Q55A","Q55B","Q55C","Q55D","Q55E","Q55F","Q55G","Q55H","Q55I","Q55J","Q55K","Q55M","Q56A","Q56B","Q56C","Q56D","Q56E","Q56F","Q56G","Q56H","Q56I","Q56J","Q57A","Q57B","Q57C","Q57D","Q57E","Q57F","Q58A","Q58B","Q58C","Q59","Q60","Q61","Q62A","Q62B","Q63PT1","Q63PT2","Q63PT3","Q64","Q65A","Q65B","Q65C","Q65D","Q65E","Q65F","Q65G","Q65H","Q65I","Q65J","Q65K","Q66","Q67A","Q67B","Q67C","Q67D","Q68A","Q68B","Q68C","Q69A_verb","Q69A_code","Q69B_verb","Q69B_code","Q70A","Q70B","Q70C","Q70D","Q71A","Q71B","Q71C","Q71D","Q71E","Q72A","Q72B","Q72C","Q73A","Q73B","Q73C","Q73D","Q73E","Q73F","Q73G","Q74A","Q74B","Q74C","Q74D","Q74E","Q74F","Q74G","Q75A","Q75B","Q75C","Q75D","Q75E","Q76A","Q76B","Q77A","Q77B","Q78A","Q78B","Q78C","Q78D","Q79","Q80A","Q80B","Q81","Q82","Q83","Q84A","Q84B","Q84C","Q84D","Q85","Q86","Q87","Q88A_KEN","Q88B_KEN","Q88C_KEN","Q88D_KEN","Q89A_KEN","Q89B_KEN","Q90","Q91","Q92","Q93A","Q93B","Q93C","Q93D","Q93E","Q93F","Q94","Q95","Q96A","Q96B","Q97","Q98","Q99","Q99A_KEN","Q99B_KEN","Q100","Q101","ENDTIME","LENGTH","Q102","Q103","Q104","Q105A","Q105B","Q105C","Q105D","Q105E","Q106","Q108A","Q108B","Q108C","Q108D","Q108E","Q108F","Q110","Q111","Q112","Q113","Q114","Q115","Q116A","Q116B","Q116C","Q116D","Q116E","Q116F","Q116G","Q116H","Q116I","Q116J","Q116K","Q117A","Q117B","Q118","withinwt"
"669","KEN1026",1,212,"MERU CENTRAL",997,997,997,997,997,997,997,1,2,1,2005-09-20,51420,58,1,204,1,1,2,3,2,4,4,2,0,2,2,3,2,3,2,0,4,2,3,2,4,1,1,4,4,0,3,2,2,5,1,1,1,1,1,1,1,2,4,2,2,2,0,1,1,1,2,0,1,2,0,0,0,1,0,0,1,2,"FREEEDOM OF RELIGION",1,"NFA",996,"NFA",996,1,1,1,3,1,3,5,4,1,"DAVID MWIRARIA",3,"JOHN MUTEA",3,"MOODY AWORI",3,"DP",2,"TWICE",3,"AG",2,2,3,4,3,1,2,2,4,4,4,3,0,2,0,1,5,5,4,5,9,3,4,3,2,3,2,3,0,3,1,3,2,2,2,9,1,3,1,1,2,2,2,2,1,0,0,0,0,0,0,2,3,1,2,2,0,0,1,4,13,21,2,4,1,1,1,2,3,3,3,1,3,3,4,2,2,3,9,4,2,1,"YES",2,"NO",2,4,4,4,4,3,3,2,4,3,7,7,7,1,0,0,0,2,0,0,2,1,0,0,3,1,0,2,2,2,2,2,3,3,2,2,3,3,0,0,204,3,3,0,5,0,1,1,1,0,1,201,2,9,9,9,9,1,1,3,4,6,1,1,1,0,0,0,0,6,2,2,1,4,201,9,7,17,2,56340,82,1,204,1,0,0,0,0,0,0,1,1,1,1,1,1,"KEN64",26,1,2,204,8,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0.543773639
"670","KEN0570",1,216,"NAKURU",997,997,997,997,997,997,997,1,2,1,2005-09-13,39060,29,0,202,2,2,2,4,4,9,9,1,0,2,1,3,1,2,0,0,4,3,3,3,1,1,1,3,0,2,2,1,2,3,2,1,1,1,1,1,4,2,4,2,0,0,2,1,1,1,0,0,0,0,0,0,0,3,0,0,2,1,"FREEDOM OF LIBERTY",1,"NFA",996,"NFA",996,1,3,1,3,1,4,1,4,1,"MUKIRI",3,"DK",9,"AWORI",3,"DK",9,"DK",9,"DK",9,1,3,3,3,1,1,1,9,5,5,3,1,0,9,9,4,4,4,3,4,5,4,2,2,3,3,2,2,2,1,1,1,1,1,9,2,2,9,2,2,9,1,9,9,0,0,0,0,0,0,3,3,3,1,4,1,1,1,3,20,8,1,2,1,1,2,4,3,2,2,3,2,3,3,2,2,3,2,2,1,1,"YES",2,"NO",2,9,4,9,4,1,2,1,2,1,7,7,7,0,0,1,0,3,1,0,2,1,0,1,1,1,0,2,2,2,2,2,2,2,2,2,3,3,0,0,202,4,4,1,5,0,3,1,1,1,1,201,3,1,9,9,9,2,7,6,4,5,1,1,0,1,0,0,2,6,2,1,0,997,997,7,7,21,2,43380,72,1,1,3,0,0,0,0,0,0,2,2,2,1,2,1,"KEN72",26,1,2,201,9,0,1,1,1,0,0,1,1,1,1,1,0,0,0,0.763914589
"671","KEN1017",1,212,"ISIOLO",3,997,997,997,997,997,997,2,1,1,2005-09-20,37560,28,1,815,3,2,2,3,1,4,9,2,2,3,2,4,7,3,2,0,1,2,2,9,3,1,1,3,0,0,1,0,2,9,1,3,9,1,4,4,2,5,9,1,0,0,0,1,1,1,1,9,0,0,0,0,0,2,0,1,1,3,"DK",999,"NFA",996,"NFA",996,3,1,2,1,4,2,2,3,3,"DK",9,"MOHAMMED SADIM",3,"AWORI",3,"KANU",2,"5YRS",2,"DK",9,4,8,9,9,2,1,3,9,5,5,3,2,3,2,1,3,3,2,3,1,4,9,1,1,2,1,0,3,3,3,3,3,2,9,9,2,2,2,2,1,9,0,0,0,0,0,0,0,0,1,1,2,1,3,1,1,9,1,4,3,9,1,2,1,1,1,3,3,3,2,1,9,3,2,1,1,1,1,2,1,1,"YES",2,"YES",1,4,2,4,2,2,1,3,7,3,7,7,7,0,0,0,0,0,0,0,2,1,0,1,3,1,0,2,9,9,4,2,0,1,3,1,2,3,0,9,208,3,4,2,5,0,3,3,3,1,1,206,3,1,1,9,1,2,7,1,12,6,1,1,0,1,0,0,1,6,1,2,1,1,206,9,7,21,1,42180,77,1,4,1,0,0,0,0,0,0,2,2,1,3,1,1,"KEN64",26,1,2,204,8,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0.543773639
"672","KEN0983",1,210,"THIKA",997,997,997,997,997,997,997,1,2,1,2005-09-09,54600,20,1,203,4,4,2,2,2,9,2,2,1,1,3,4,0,4,0,0,1,5,3,2,2,2,1,4,4,3,0,0,2,3,3,1,2,2,2,2,3,2,3,2,0,0,0,5,7,0,0,0,0,0,0,0,0,2,0,0,1,3,"DK",999,"NFA",996,"NFA",996,4,2,2,9,2,1,3,4,5,"DK",9,"DK",9,"MOODY AWORI",3,"NARC",3,"5YRS",2,"AMOA WAKO",2,2,8,9,9,2,2,2,9,4,4,9,1,2,9,1,3,3,4,4,3,3,4,1,2,2,1,0,3,2,2,1,2,3,3,9,2,9,9,9,9,9,9,9,9,0,0,0,0,0,0,2,3,9,2,3,9,9,9,3,23,1,1,2,1,2,1,1,3,3,2,2,2,3,4,1,1,4,1,3,2,2,"YES",2,"NO",2,2,3,2,3,1,3,1,2,3,7,7,7,0,0,0,0,0,0,0,2,1,0,1,2,2,0,2,9,2,2,2,9,9,9,9,2,3,1,0,203,3,4,9,1,0,3,3,2,0,1,206,3,9,9,9,9,9,7,2,2,3,1,1,1,0,0,0,1,24,1,3,0,997,206,9,7,999,2,59400,80,1,1,3,0,0,0,0,0,0,2,2,1,3,2,3,"KEN64",26,1,2,204,8,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0.691801863
"673","KEN0666",2,212,"MACHAKOS",997,997,997,997,997,997,997,1,2,1,2005-09-11,63180,30,0,203,2,1,2,4,3,5,5,1,2,2,3,3,3,2,0,0,1,2,9,3,3,2,1,4,4,2,0,0,1,9,1,5,2,1,1,1,5,2,5,2,0,0,2,1,6,4,3,0,0,0,1,0,0,0,0,0,2,2,"DK",999,"NFA",996,"NFA",996,5,1,2,3,2,1,3,9,4,"MAITHA MOFFAT",3,"KISINI PIMARCK",3,"AWORI",3,"NARC",3,"5YEARS",2,"DK",9,4,4,2,4,1,1,1,9,4,4,9,1,9,9,9,3,9,9,4,9,3,9,2,1,0,3,3,3,3,0,9,3,3,3,9,9,9,1,0,2,9,9,1,0,1,7,7,7,7,1,2,3,1,1,2,2,2,2,995,17,16,3,2,1,1,2,1,3,3,1,2,1,4,4,1,4,9,3,2,3,3,"YES",2,"DK",9,9,4,9,9,2,3,2,4,4,7,7,7,1,1,0,0,1,0,1,2,1,1,0,0,0,1,7,1,7,7,2,9,9,2,2,2,2,1,3,203,5,9,0,5,0,0,1,0,0,0,997,7,9,9,9,9,1,2,3,3,5,1,1,1,1,0,0,0,24,0,1,1,998,201,2,2,18,2,66420,54,1,203,4,1,0,1,0,0,1,1,2,1,1,2,1,"KEN53",29,1,1,203,9,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.162581576
"674","KEN0891",2,210,"KIRINYAGA",997,997,997,997,997,997,997,1,2,1,2005-09-13,37560,23,0,200,4,2,9,3,2,4,4,0,0,1,1,2,0,2,1,0,4,4,1,4,2,2,2,4,0,4,0,0,2,9,4,1,1,3,1,1,1,4,4,2,0,0,0,6,7,2,3,0,0,1,0,0,0,1,0,0,1,1,"FREEDOM OF TALKING/DOING SOMETHING",1,"NFA",996,"NFA",996,2,1,1,3,4,2,1,3,1,"MARTHA KARUA",3,"MAINA",3,"MOODY",3,"DK",9,"3TIMES",2,"DK",9,2,2,1,3,1,1,1,2,2,4,2,2,0,0,0,3,4,3,4,3,3,3,3,1,1,0,2,1,3,0,1,2,2,0,9,1,2,9,2,3,2,2,1,1,0,0,0,0,0,0,2,3,1,2,2,1,1,1,2,20,13,2,3,2,1,1,1,4,4,2,3,3,2,1,2,3,3,3,3,2,3,"YES",2,"NO",2,3,3,3,3,3,1,2,3,3,7,7,7,7,7,7,7,7,7,7,2,1,1,0,3,0,0,2,2,2,2,2,1,3,2,2,3,3,0,1,200,3,3,0,3,0,1,1,2,9,1,201,1,1,3,1,2,1,2,4,10,5,1,1,0,0,0,0,0,23,0,0,1,2,206,1,7,19,2,41820,71,1,1,3,0,0,0,0,0,0,1,1,1,1,1,1,"KEN64",26,1,2,204,8,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1.176131786
"675","KEN0403",2,215,"KISII CENTRAL",3,997,997,997,997,997,997,2,1,1,2005-09-09,60600,50,0,205,2,2,3,3,3,2,2,1,0,1,0,2,2,0,0,0,2,2,3,3,2,1,2,3,1,1,2,1,2,2,3,5,2,2,1,1,3,3,3,2,2,0,9,1,1,3,1,0,2,3,1,0,0,3,3,0,2,3,"DK",999,"NFR",996,"NFR",996,1,2,2,3,2,3,1,3,1,"JIMMY ANGWENYI",3,"CAN'T REMEMBER",1,"MOODY",3,"NARC",3,"10 YEARS",3,"DK",9,1,3,3,4,2,2,4,4,4,2,2,9,9,2,3,9,4,2,4,9,2,3,2,2,2,3,2,1,2,0,1,2,9,2,1,1,1,1,1,2,9,9,1,1,0,2,9,1,1,2,2,3,2,2,2,2,1,2,15,13,17,9,3,2,2,2,2,3,3,9,2,2,3,3,1,2,9,9,3,3,3,"YES",2,"NO",2,2,4,2,4,1,9,1,3,2,7,7,7,3,1,1,9,2,2,2,2,1,1,0,3,1,2,2,2,7,4,2,1,3,9,9,3,2,1,1,205,3,4,1,3,0,1,1,1,1,0,997,7,9,9,9,9,2,7,3,2,5,1,1,0,0,0,0,1,2,3,3,0,997,998,9,7,21,1,64500,65,1,4,4,0,0,0,0,0,1,2,2,2,2,3,3,"KEN23",30,2,2,201,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1.169642018
"676","KEN0535",1,216,"NAKURU",997,997,997,997,997,997,997,2,1,1,2005-09-15,36000,25,0,205,2,2,3,4,4,4,4,1,3,0,0,3,7,0,0,0,3,2,4,4,4,2,1,4,4,3,3,1,2,2,3,3,2,2,2,2,3,3,3,3,1,2,1,1,1,2,4,0,3,0,3,0,1,3,0,3,3,1,"FAIRNESS",6,"NFR",996,"NFR",996,1,1,1,2,1,4,3,3,3,"MIRUGI KARIUKI",3,"KORIR",2,"MOODY AWORI",3,"NARC",3,"ONCE",2,"THE LAW",2,2,2,4,4,1,2,3,2,4,4,2,2,3,2,1,3,3,3,2,4,1,2,2,1,3,1,0,1,3,2,1,3,2,1,2,1,3,1,2,2,1,1,2,1,0,7,2,0,2,1,3,3,3,3,2,1,2,1,3,20,14,2,2,1,3,1,3,4,4,4,2,3,4,1,3,3,3,1,3,2,2,"YES",2,"YES",1,3,4,3,4,2,2,3,3,2,7,7,7,2,1,1,0,1,3,3,2,1,1,0,3,2,2,2,2,2,2,2,2,1,1,3,3,1,2,3,205,2,4,0,4,0,2,0,1,1,1,201,3,1,1,2,3,2,0,5,14,5,1,1,1,0,0,0,1,16,2,1,1,3,206,2,2,19,1,39000,50,1,4,1,0,0,0,0,0,1,1,1,1,1,1,1,"KEN74",23,2,2,200,8,0,1,0,1,1,1,0,0,1,1,1,1,0,1,0.763914589
"677","KEN1230",2,214,"MANDERA",997,997,997,997,997,997,997,1,2,1,2005-09-17,59940,33,0,210,9,4,4,3,3,5,5,1,2,0,0,2,0,0,0,0,2,2,3,2,1,9,4,3,0,0,2,0,2,4,3,3,2,2,3,2,9,2,3,9,0,0,0,6,7,1,1,1,0,0,0,0,0,0,0,0,7,3,"DK",999,"NFA",996,"NFA",996,2,2,2,9,2,3,2,3,2,"DK",9,"DK",9,"DK",9,"DK",9,"DK",9,"DK",9,9,9,9,9,2,2,2,4,4,4,4,1,1,0,1,4,4,4,4,4,4,4,3,3,3,3,3,1,3,3,3,3,9,9,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,3,3,3,2,0,0,0,0,999,996,996,7,3,9,1,1,3,3,3,3,2,3,3,2,1,1,3,1,3,3,3,"DK",9,"DK",9,1,3,1,3,3,2,2,3,3,7,7,7,0,0,0,0,0,0,0,2,1,1,1,1,1,0,2,2,2,2,2,3,3,9,9,3,3,0,0,210,3,3,0,5,0,3,3,3,2,9,997,7,1,9,9,9,2,7,0,200,1,0,1,0,0,0,0,0,0,0,0,0,997,999,9,7,1,2,63600,61,1,210,1,0,0,0,0,0,1,2,2,3,3,2,2,"KEN03",28,1,1,210,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.553415503
"678","KEN0444",2,215,"GUCHA",997,997,997,997,997,997,997,1,2,1,2005-09-12,37500,68,1,205,2,2,2,3,3,2,2,0,0,2,0,2,7,2,1,0,2,1,2,3,2,2,2,3,0,0,0,0,1,1,2,3,2,2,2,2,3,2,3,2,0,0,2,1,1,2,2,0,0,2,0,0,0,0,0,0,1,3,"DID NOT UNDERSTAND THE QUESTION",999,"NFR",996,"NFR",996,1,1,1,1,9,9,3,2,2,"JOEL ONYANCHA",3,"FELISTA",3,"MOODY AWORI",3,"DK",9,"DK",9,"DK",9,3,8,9,9,1,1,1,3,3,3,3,2,1,9,2,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,7,7,7,2,3,3,3,2,2,1,0,0,7,20,23,9,2,2,2,2,2,2,2,2,2,2,2,3,2,2,2,2,3,3,2,"YES",2,"YES",1,1,4,1,4,7,7,7,7,7,5,3,5,7,7,7,7,7,7,7,2,1,1,1,1,1,1,7,7,7,7,7,1,1,0,0,3,3,1,1,205,4,3,1,2,0,1,1,1,1,0,997,7,9,9,9,9,2,7,0,2,5,0,1,0,0,0,0,1,2,1,1,8,997,204,9,7,8,2,42000,75,1,205,1,1,0,0,0,0,2,2,2,2,2,2,2,"KEN21",38,1,1,205,9,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1.169642018
"679","KEN1147",2,216,"UASIN GISHU",5,997,997,997,997,997,997,2,1,1,2005-09-08,53400,22,0,206,3,4,3,3,3,3,3,0,0,2,2,2,3,0,0,0,2,2,2,3,2,2,2,4,3,2,2,1,2,3,3,3,2,2,2,2,2,2,3,2,2,0,0,1,1,3,3,1,1,2,0,1,1,0,0,2,2,1,"FREEDOM",1,"NFR",996,"NFR",996,1,1,2,3,2,2,2,3,1,"WILLIAM RUTTO",3,"SAMWEL RONO",3,"MOODY A.",3,"LDP",2,"DK",9,"MWANAINCHI",2,1,3,3,3,2,3,1,2,4,4,3,2,1,2,1,2,4,3,4,4,4,4,2,1,2,2,2,2,2,1,1,1,2,2,1,1,1,1,1,2,1,2,0,1,0,0,0,0,0,0,3,2,2,2,3,2,1,3,15,16,20,0,2,2,2,1,2,3,3,3,2,2,4,2,1,2,3,3,2,3,2,"YES",2,"NO",2,1,4,-1,4,1,2,2,2,3,7,7,7,1,1,2,1,1,1,1,2,1,1,1,2,1,2,2,2,2,2,2,0,1,2,2,2,2,1,0,206,3,3,0,5,0,1,1,1,0,1,206,2,2,1,2,2,1,0,2,3,5,1,1,0,1,0,0,1,4,1,0,0,997,202,2,2,1,1,64860,71,1,206,2,0,0,0,0,0,0,1,1,2,2,1,2,"KEN82",25,1,1,206,8,0,1,0,1,9,0,0,1,1,0,1,0,0,0,1.251873798
"680","KEN0539",2,216,"NAKURU",997,997,997,997,997,997,997,2,1,1,2005-09-12,60480,31,0,206,5,5,4,5,5,3,4,1,0,1,2,2,3,1,0,0,1,1,9,4,1,1,1,4,3,3,3,2,5,2,4,1,4,1,1,1,2,3,3,1,0,1,0,1,1,4,4,0,1,1,0,0,0,3,3,1,1,1,"GOOD GOVERNMENT",8,"NFA",996,"NFA",996,1,4,4,3,9,3,4,4,4,"CHEBOI",3,"DK",9,"AWORI",3,"KANU",2,"ONE",2,"DK",9,4,2,2,1,3,3,3,9,2,2,2,2,1,1,3,3,3,3,3,2,2,3,1,0,0,0,0,1,1,0,0,0,1,1,2,2,2,2,3,3,9,9,1,1,0,0,0,0,0,0,2,2,2,2,3,2,0,1,4,3,24,9,3,2,2,1,2,3,3,2,2,2,2,4,2,2,2,2,3,1,2,"YES",2,"YES",1,9,3,1,4,2,2,2,4,3,7,7,7,7,7,7,7,7,7,7,2,1,1,1,1,2,3,9,6,2,2,2,0,3,9,9,3,3,0,0,206,4,4,2,3,0,2,2,2,1,1,206,2,9,9,9,1,1,1,3,2,4,1,1,0,0,0,0,1,2,2,1,1,1,206,2,2,21,1,64380,65,1,4,1,0,0,0,0,0,0,1,2,1,2,2,2,"KEN71",26,1,1,200,9,0,1,0,1,0,0,0,1,1,1,1,0,0,0,1.251873798
"681","KEN1111",2,216,"WEST POKOT",997,997,997,997,997,997,997,2,1,1,2005-09-16,34320,47,1,211,1,3,4,3,4,3,4,4,2,2,3,2,1,3,2,3,3,2,2,3,2,1,2,0,0,0,3,2,2,3,2,3,2,2,3,3,2,3,2,1,0,0,0,1,1,3,3,1,1,2,0,0,0,1,2,1,2,1,"FREEDOM",1,"NFR",996,"NFR",996,2,1,2,3,2,2,2,2,2,"SAMWEL MOROTO",3,"THOMAS LOPEYOI",3,"MOODY AWORI",3,"NARC",3,"TWICE",3,"DK",9,2,3,2,2,2,2,3,2,3,2,3,2,2,3,2,3,2,3,4,2,2,2,1,1,1,1,1,3,2,1,1,1,2,1,2,1,1,1,1,2,2,1,2,1,2,0,0,1,2,2,2,3,2,2,2,1,1,1,8,14,22,1,2,2,1,3,2,2,2,1,2,1,3,2,2,1,2,3,2,2,3,"YES",2,"NO",2,1,4,1,4,1,1,2,3,1,7,7,7,1,2,1,1,1,1,2,2,1,1,1,1,3,1,2,2,2,4,2,1,1,2,1,3,2,1,1,211,5,4,2,3,0,3,3,1,1,1,206,3,1,2,2,3,1,1,0,2,5,1,0,0,0,0,0,1,1,1,0,0,997,206,2,2,1,1,38460,69,1,4,1,0,0,0,0,0,0,2,1,2,1,1,1,"KEN82",25,1,1,206,8,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1.251873798
"682","KEN0139",1,213,"NAIROBI",6,997,997,997,997,997,997,1,2,1,2005-09-17,52200,32,0,200,2,3,2,1,2,9,4,2,0,1,0,1,9,0,0,0,1,1,3,3,2,1,1,3,0,0,1,0,2,2,4,2,1,1,1,1,2,2,3,1,0,0,0,6,7,3,3,0,2,2,0,0,0,2,2,2,1,1,"DEMOCRACY FREEDOM AND EQUAL TREATMENT OF ALL GROUPS",1,"NFR",996,"NFR",996,1,1,1,3,1,3,5,9,4,"RAILA ODINGA",3,"ONYANGO DEYA",3,"MOODY AWORI",3,"DK",9,"DK",9,"PRESIDENT",2,1,8,9,9,1,3,2,9,4,4,4,1,3,0,1,4,4,3,4,2,4,3,2,1,2,1,2,0,2,1,2,2,9,9,1,2,2,1,1,2,2,1,2,1,0,7,7,0,7,2,3,3,3,2,3,1,0,1,1,15,14,1,2,1,1,1,3,3,3,2,1,9,3,5,1,1,9,9,3,2,2,"YES",2,"NO",2,1,4,1,4,2,2,2,7,2,7,7,7,7,7,7,7,7,7,7,2,1,1,2,2,1,0,2,2,2,4,2,3,3,2,2,3,2,0,0,200,3,3,9,3,0,3,2,2,2,0,997,7,9,9,9,9,2,7,3,2,5,1,1,0,0,0,0,1,14,2,2,1,10,999,9,7,13,2,57000,80,1,200,3,0,0,0,0,0,1,1,1,2,2,2,2,"KEN31",26,2,2,209,8,0,1,0,1,1,0,1,0,1,0,1,0,0,0,0.6566475
"683","KEN1135",2,216,"SAMBURU",997,997,997,997,997,997,997,1,2,1,2005-09-22,39120,999,1,211,1,1,1,3,3,2,2,4,4,3,2,4,4,4,4,1,2,5,5,9,2,2,1,0,0,0,1,0,3,3,3,2,2,2,2,2,5,9,9,2,0,0,0,1,1,1,1,0,2,2,0,0,0,1,0,0,1,3,"DK",999,"NFR",996,"NFR",996,9,9,9,1,2,3,9,3,3,"LESIRMA",3,"PIUS",3,"MOODY",3,"DK",9,"DK",9,"DK",9,8,8,9,9,2,2,2,9,9,9,9,3,2,1,1,4,4,4,4,9,2,9,1,9,9,9,1,1,1,1,2,1,1,2,9,9,9,9,9,9,9,9,9,9,0,0,0,1,0,1,3,2,2,2,1,2,0,0,8,17,23,2,2,2,2,2,1,1,2,1,1,9,3,3,2,2,1,1,2,2,2,"YES",2,"YES",1,3,4,3,4,2,2,1,3,2,7,7,7,1,1,1,1,0,1,0,2,1,1,2,3,1,1,3,3,3,3,2,9,9,9,9,3,3,1,0,212,5,5,3,3,0,1,1,2,2,0,997,7,9,9,9,9,2,0,0,2,5,0,0,0,0,0,0,1,6,1,1,1,2,997,7,7,21,2,43620,75,1,4,3,0,0,0,0,0,3,2,2,2,2,2,2,"KEN83",29,1,2,201,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.251873798
"684","KEN0425",2,215,"NYAMIRA",997,997,997,997,997,997,997,0,2,1,2005-09-07,40800,28,0,205,4,4,3,3,3,2,2,0,0,0,0,2,0,2,0,0,4,2,2,4,3,2,1,4,0,2,2,1,1,3,3,2,1,1,1,1,3,3,3,2,0,0,0,1,1,1,1,0,0,2,0,0,0,2,0,0,1,1,"PERSONAL FREEDOMS",1,"NFR",996,"NFR",996,1,1,1,3,1,3,1,4,2,"GODFREY MASANYA",3,"TERESIA NYABOKE",3,"MOODY AWORI",3,"NARC",3,"DK",9,"DK",9,1,4,3,3,1,1,1,3,2,2,2,2,2,1,2,4,5,4,4,3,4,4,1,1,2,1,0,1,0,1,1,1,2,3,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,2,3,3,3,1,2,1,3,3,4,7,23,1,3,1,1,1,2,3,1,1,1,1,3,2,1,1,4,1,3,2,1,"YES",2,"DK",9,2,4,1,4,1,7,1,7,2,7,-1,7,0,7,7,7,7,7,7,2,1,1,3,2,1,0,2,7,2,2,2,3,3,1,1,3,3,1,1,205,3,3,1,3,0,1,2,2,2,0,997,7,9,9,9,9,2,7,4,14,5,1,1,0,0,0,0,0,2,1,1,1,4,998,9,7,14,2,45300,75,1,205,1,0,0,0,0,0,2,1,2,1,1,1,1,"KEN21",38,1,1,205,9,0,1,0,0,0,0,1,0,1,0,0,0,0,0,1.169642018
"685","KEN0799",2,217,"BUTERE MUMIAS",997,997,997,997,997,997,997,2,1,1,2005-09-11,48300,58,1,202,2,2,2,4,4,4,4,3,0,1,1,2,2,0,0,0,2,2,2,1,3,2,2,4,0,3,3,0,2,4,3,3,2,2,3,1,1,4,2,2,2,2,3,1,1,3,2,2,0,0,0,0,2,0,3,0,1,1,"ONENESS",4,"NFR",996,"NFR",996,2,2,2,3,2,4,1,3,3,"DAVID WERE",3,"ANTHELIMO",3,"MOODY",3,"LDP",2,"3",2,"MP",2,3,2,3,2,1,2,3,4,4,3,4,2,2,3,0,4,4,2,4,4,4,4,3,3,1,3,0,2,2,2,0,2,2,1,1,1,0,2,2,1,2,2,2,2,1,0,0,0,0,0,3,3,3,2,2,2,2,2,20,14,13,2,3,3,2,2,3,3,3,3,3,2,4,2,2,2,2,2,3,3,3,"YES",2,"YES",1,3,4,2,4,2,2,2,2,3,7,7,7,3,2,2,1,2,1,0,2,1,2,1,1,1,1,4,7,3,4,2,3,3,2,2,1,3,2,2,202,3,3,2,3,0,2,2,2,2,1,202,2,3,3,3,3,2,7,2,2,5,1,1,0,1,0,0,1,1,2,2,1,3,202,1,7,999,1,56700,-1,1,4,4,0,0,1,0,0,0,1,1,1,1,1,1,"KEN40",34,1,1,201,9,0,1,0,0,0,0,9,9,1,1,1,0,0,0,1.157667662
"686","KEN1132",2,216,"SAMBURU",997,997,997,997,997,997,997,1,2,1,2005-09-22,28980,26,0,212,1,2,3,4,3,2,2,4,2,2,2,4,2,2,3,3,3,2,2,3,3,2,1,1,0,0,2,1,2,3,3,2,3,3,3,1,2,2,2,2,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,1,1,3,"DK",999,"NFR",996,"NFR",996,5,5,3,3,2,2,3,2,3,"LESIRMA",3,"PIUS",3,"UHURU",2,"DK",9,"DK",9,"DK",9,3,2,2,2,3,2,2,3,3,4,3,2,3,1,2,4,4,3,2,2,2,2,1,1,2,1,1,2,1,3,1,9,9,9,2,2,2,1,1,2,1,1,0,0,0,0,0,0,0,0,3,3,3,2,2,0,1,1,8,17,23,0,2,1,1,1,2,1,2,1,2,1,3,2,1,2,3,1,3,2,2,"YES",2,"DK",9,1,4,2,4,1,1,2,3,3,7,7,7,0,1,1,0,1,1,2,2,1,2,2,3,1,2,2,2,2,4,2,9,3,2,2,3,3,1,0,212,5,5,3,1,0,3,3,2,2,1,201,3,1,1,2,1,2,7,0,2,5,0,0,0,0,0,0,0,201,2,1,0,997,201,9,7,-1,2,33300,72,1,4,5,0,0,0,0,0,0,1,1,1,2,1,1,"KEN82",25,1,1,206,8,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1.251873798
